order_sk,date_id,channel_sk,store_sk,customer_sk,location_sk,status,subtotal,tax_amount,shipping_fee,total_amount
8912,20250714,2,1.0,1147,1,FULFILLED,41610.0,8738.1,0.0,50348.1
8913,20250102,2,4.0,14,4,FULFILLED,30000.0,6300.0,0.0,36300.0
8914,20240926,1,,1499,2518,FULFILLED,30870.0,6482.7,0.0,37352.7
8915,20250827,1,,1135,1406,FULFILLED,38760.0,8139.6,0.0,46899.6
8916,20250923,1,,1110,1908,FULFILLED,53550.0,11245.5,1500.0,66295.5
8917,20250815,2,1.0,1044,1,FULFILLED,35910.0,7541.1,0.0,43451.1
8918,20240216,2,1.0,482,1,CANCELLED,24000.0,5040.0,0.0,29040.0
8919,20250424,2,3.0,413,3,FULFILLED,69825.0,14663.25,0.0,84488.25
8920,20241114,1,,891,1721,FULFILLED,29925.0,6284.25,900.0,37109.25
8921,20240930,1,,310,1687,FULFILLED,50872.5,10683.22,0.0,61555.72
8922,20240126,1,,1279,939,REFUNDED,14250.0,2992.5,0.0,17242.5
8923,20250925,2,1.0,223,1,FULFILLED,39690.0,8334.9,0.0,48024.9
8924,20240828,1,,173,2084,FULFILLED,39600.0,8316.0,1500.0,49416.0
8925,20240312,1,,1302,3072,REFUNDED,15435.0,3241.35,1200.0,19876.35
8926,20241023,2,4.0,454,4,FULFILLED,40500.0,8505.0,0.0,49005.0
8927,20241012,2,4.0,559,4,FULFILLED,50280.0,10558.8,0.0,60838.8
8928,20250701,2,2.0,894,2,FULFILLED,10800.0,2268.0,0.0,13068.0
8929,20240415,1,,805,500,PAID,23520.0,4939.2,1200.0,29659.2
8930,20250323,1,,1037,2350,FULFILLED,50850.0,10678.5,0.0,61528.5
8931,20240525,2,3.0,743,3,CANCELLED,20520.0,4309.2,0.0,24829.2
8932,20250203,1,,1413,955,PAID,12150.0,2551.5,0.0,14701.5
8933,20240604,1,,386,1776,FULFILLED,22800.0,4788.0,900.0,28488.0
8934,20250305,1,,1004,2744,FULFILLED,27000.0,5670.0,900.0,33570.0
8935,20250302,2,1.0,318,1,FULFILLED,21600.0,4536.0,0.0,26136.0
8936,20240123,1,,7,556,CANCELLED,10260.0,2154.6,1500.0,13914.6
8937,20241008,2,3.0,1453,3,CANCELLED,36000.0,7560.0,0.0,43560.0
8938,20240521,1,,1167,262,FULFILLED,42525.0,8930.25,1200.0,52655.25
8939,20240517,1,,1248,3174,FULFILLED,23520.0,4939.2,1500.0,29959.2
8940,20241216,1,,1184,2348,FULFILLED,25872.0,5433.12,900.0,32205.12
8941,20240102,2,4.0,129,4,CANCELLED,22800.0,4788.0,0.0,27588.0
8942,20250708,1,,69,154,FULFILLED,37620.0,7900.2,1200.0,46720.2
8943,20240907,1,,1362,2420,PAID,40500.0,8505.0,0.0,49005.0
8944,20241117,2,4.0,683,4,FULFILLED,55080.0,11566.8,0.0,66646.8
8945,20250126,1,,49,548,FULFILLED,12000.0,2520.0,1500.0,16020.0
8946,20240430,1,,679,226,FULFILLED,27000.0,5670.0,900.0,33570.0
8947,20250313,2,4.0,117,4,FULFILLED,44100.0,9261.0,0.0,53361.0
8948,20240520,2,3.0,621,3,CANCELLED,14700.0,3087.0,0.0,17787.0
8949,20250324,1,,1395,152,REFUNDED,28500.0,5985.0,1500.0,35985.0
8950,20240123,1,,271,2135,FULFILLED,48900.0,10269.0,1200.0,60369.0
8951,20250924,1,,1275,434,FULFILLED,35640.0,7484.4,0.0,43124.4
8952,20250525,1,,539,1875,CANCELLED,35280.0,7408.8,1200.0,43888.8
8953,20240903,1,,541,2127,PAID,38220.0,8026.2,0.0,46246.2
8954,20250329,1,,791,181,FULFILLED,10584.0,2222.64,900.0,13706.64
8955,20250505,1,,864,462,PAID,21600.0,4536.0,1200.0,27336.0
8956,20250330,1,,1171,1609,FULFILLED,22068.0,4634.28,900.0,27602.28
8957,20240109,2,3.0,331,3,FULFILLED,34200.0,7182.0,0.0,41382.0
8958,20250820,2,3.0,468,3,FULFILLED,64200.0,13482.0,0.0,77682.0
8959,20250729,1,,722,169,FULFILLED,29160.0,6123.6,0.0,35283.6
8960,20240920,1,,586,3109,FULFILLED,30780.0,6463.8,900.0,38143.8
8961,20240802,1,,490,7,FULFILLED,36000.0,7560.0,900.0,44460.0
8962,20240110,1,,527,735,REFUNDED,15750.0,3307.5,0.0,19057.5
8963,20241225,2,4.0,1418,4,FULFILLED,47670.0,10010.7,0.0,57680.7
8964,20240415,1,,216,3010,FULFILLED,40500.0,8505.0,900.0,49905.0
8965,20240121,1,,1273,1695,FULFILLED,67050.0,14080.5,1200.0,82330.5
8966,20250227,1,,262,2196,PAID,51480.0,10810.8,900.0,63190.8
8967,20241109,2,3.0,118,3,CANCELLED,13200.0,2772.0,0.0,15972.0
8968,20240826,1,,899,1606,FULFILLED,48510.0,10187.1,0.0,58697.1
8969,20250212,1,,861,2137,FULFILLED,39690.0,8334.9,1200.0,49224.9
8970,20240511,1,,337,126,PAID,11400.0,2394.0,900.0,14694.0
8971,20241222,2,4.0,1434,4,FULFILLED,32400.0,6804.0,0.0,39204.0
8972,20250614,1,,1379,154,FULFILLED,39690.0,8334.9,1200.0,49224.9
8973,20240707,1,,923,1680,CREATED,44550.0,9355.5,1200.0,55105.5
8974,20250707,2,3.0,741,3,FULFILLED,14850.0,3118.5,0.0,17968.5
8975,20250713,1,,160,2635,FULFILLED,51000.0,10710.0,1200.0,62910.0
8976,20250819,1,,721,305,FULFILLED,13500.0,2835.0,1200.0,17535.0
8977,20240116,2,4.0,524,4,FULFILLED,49980.0,10495.8,0.0,60475.8
8978,20250416,1,,1042,2104,REFUNDED,38070.0,7994.7,0.0,46064.7
8979,20240824,1,,768,2451,CANCELLED,30870.0,6482.7,1200.0,38552.7
8980,20250422,2,3.0,949,3,PAID,12000.0,2520.0,0.0,14520.0
8981,20240803,1,,1427,2435,CREATED,11400.0,2394.0,1200.0,14994.0
8982,20250110,1,,477,2608,CREATED,10800.0,2268.0,1200.0,14268.0
8983,20250401,2,4.0,44,4,FULFILLED,10800.0,2268.0,0.0,13068.0
8984,20241223,1,,184,610,FULFILLED,45000.0,9450.0,900.0,55350.0
8985,20240211,1,,78,2571,CREATED,27000.0,5670.0,900.0,33570.0
8986,20240716,2,2.0,1378,2,FULFILLED,46800.0,9828.0,0.0,56628.0
8987,20240709,1,,168,641,PAID,34200.0,7182.0,1500.0,42882.0
8988,20240619,2,2.0,806,2,FULFILLED,31350.0,6583.5,0.0,37933.5
8989,20250929,1,,1149,525,REFUNDED,50100.0,10521.0,0.0,60621.0
8990,20240108,1,,460,1397,FULFILLED,28350.0,5953.5,1200.0,35503.5
8991,20250822,2,4.0,804,4,FULFILLED,32400.0,6804.0,0.0,39204.0
8992,20250920,1,,917,2649,FULFILLED,21600.0,4536.0,900.0,27036.0
8993,20250215,2,1.0,416,1,FULFILLED,40500.0,8505.0,0.0,49005.0
8994,20240528,2,1.0,1070,1,FULFILLED,31752.0,6667.92,0.0,38419.92
8995,20250131,2,4.0,1219,4,FULFILLED,36000.0,7560.0,0.0,43560.0
8996,20250625,2,2.0,246,2,CREATED,12150.0,2551.5,0.0,14701.5
8997,20250428,2,1.0,960,1,FULFILLED,40350.0,8473.5,0.0,48823.5
8998,20240122,1,,1250,3032,CANCELLED,40500.0,8505.0,1500.0,50505.0
8999,20250307,1,,1317,2916,FULFILLED,81240.0,17060.4,900.0,99200.4
9000,20250224,1,,361,1285,FULFILLED,27000.0,5670.0,900.0,33570.0
9001,20240825,2,3.0,196,3,PAID,34200.0,7182.0,0.0,41382.0
9002,20240506,2,1.0,75,1,PAID,29160.0,6123.6,0.0,35283.6
9003,20250724,1,,513,494,PAID,14700.0,3087.0,1200.0,18987.0
9004,20250625,1,,947,2676,FULFILLED,24000.0,5040.0,900.0,29940.0
9005,20241013,1,,432,827,PAID,34200.0,7182.0,1200.0,42582.0
9006,20241203,1,,831,2209,FULFILLED,11400.0,2394.0,900.0,14694.0
9007,20250101,1,,1231,684,FULFILLED,31752.0,6667.92,1200.0,39619.92
9008,20240728,1,,1408,760,PAID,45780.0,9613.8,1200.0,56593.8
9009,20240425,2,3.0,266,3,FULFILLED,36960.0,7761.6,0.0,44721.6
9010,20241217,2,1.0,1213,1,FULFILLED,24834.0,5215.14,0.0,30049.14
9011,20250319,1,,1286,1229,FULFILLED,27000.0,5670.0,1200.0,33870.0
9012,20240718,1,,1129,4,CANCELLED,58800.0,12348.0,0.0,71148.0
9013,20240920,1,,1369,1760,FULFILLED,54810.0,11510.1,0.0,66320.1
9014,20240624,2,1.0,296,1,REFUNDED,12540.0,2633.4,0.0,15173.4
9015,20250715,1,,196,1961,CANCELLED,29400.0,6174.0,900.0,36474.0
9016,20250322,2,2.0,695,2,FULFILLED,56767.5,11921.18,0.0,68688.68
9017,20241101,2,3.0,914,3,FULFILLED,31350.0,6583.5,0.0,37933.5
9018,20250819,1,,1124,2268,FULFILLED,69660.0,14628.6,900.0,85188.6
9019,20250407,2,1.0,629,1,FULFILLED,22770.0,4781.7,0.0,27551.7
9020,20240629,2,1.0,1234,1,FULFILLED,82044.0,17229.24,0.0,99273.24
9021,20250921,2,1.0,1129,1,FULFILLED,29925.0,6284.25,0.0,36209.25
9022,20250817,2,1.0,867,1,FULFILLED,43200.0,9072.0,0.0,52272.0
9023,20241018,1,,468,1383,FULFILLED,21600.0,4536.0,900.0,27036.0
9024,20240824,1,,317,3192,FULFILLED,32400.0,6804.0,1500.0,40704.0
9025,20241113,1,,619,3120,FULFILLED,36450.0,7654.5,1500.0,45604.5
9026,20250320,1,,1269,2087,FULFILLED,27000.0,5670.0,900.0,33570.0
9027,20241017,1,,1416,969,CANCELLED,52320.0,10987.2,900.0,64207.2
9028,20250726,1,,747,30,FULFILLED,10260.0,2154.6,1500.0,13914.6
9029,20250302,1,,493,2043,CANCELLED,66600.0,13986.0,900.0,81486.0
9030,20240914,1,,1170,2393,FULFILLED,46440.0,9752.4,1200.0,57392.4
9031,20250125,1,,1068,1091,PAID,26460.0,5556.6,900.0,32916.6
9032,20250722,1,,1416,875,FULFILLED,44100.0,9261.0,900.0,54261.0
9033,20250424,2,2.0,818,2,FULFILLED,23760.0,4989.6,0.0,28749.6
9034,20240308,2,4.0,212,4,FULFILLED,44550.0,9355.5,0.0,53905.5
9035,20250702,2,2.0,1196,2,FULFILLED,77616.0,16299.36,0.0,93915.36
9036,20240218,2,4.0,336,4,FULFILLED,40500.0,8505.0,0.0,49005.0
9037,20240619,1,,205,2563,FULFILLED,45600.0,9576.0,900.0,56076.0
9038,20241221,1,,667,1283,FULFILLED,42750.0,8977.5,1200.0,52927.5
9039,20240831,1,,1390,1379,FULFILLED,24000.0,5040.0,1200.0,30240.0
9040,20240904,1,,597,1281,FULFILLED,54000.0,11340.0,1500.0,66840.0
9041,20250423,2,2.0,1290,2,PAID,23520.0,4939.2,0.0,28459.2
9042,20250625,1,,594,715,FULFILLED,80190.0,16839.9,1200.0,98229.9
9043,20241120,1,,1192,2371,FULFILLED,45000.0,9450.0,900.0,55350.0
9044,20250823,1,,86,1212,PAID,47025.0,9875.25,1200.0,58100.25
9045,20241118,1,,178,848,PAID,13500.0,2835.0,1200.0,17535.0
9046,20250719,2,2.0,659,2,FULFILLED,35280.0,7408.8,0.0,42688.8
9047,20250401,2,3.0,349,3,FULFILLED,20520.0,4309.2,0.0,24829.2
9048,20240412,1,,653,3185,CANCELLED,12000.0,2520.0,1200.0,15720.0
9049,20240506,1,,984,1297,PAID,42750.0,8977.5,1200.0,52927.5
9050,20240919,1,,1397,2310,FULFILLED,55200.0,11592.0,900.0,67692.0
9051,20240402,2,3.0,400,3,FULFILLED,59700.0,12537.0,0.0,72237.0
9052,20250616,2,3.0,1227,3,FULFILLED,11760.0,2469.6,0.0,14229.6
9053,20250317,1,,714,2463,FULFILLED,80388.0,16881.48,900.0,98169.48
9054,20240329,1,,677,2436,FULFILLED,45000.0,9450.0,900.0,55350.0
9055,20250901,1,,145,2414,PAID,25872.0,5433.12,1200.0,32505.12
9056,20240111,2,4.0,1366,4,FULFILLED,45000.0,9450.0,0.0,54450.0
9057,20241004,2,2.0,824,2,FULFILLED,10260.0,2154.6,0.0,12414.6
9058,20250401,1,,1165,28,FULFILLED,14250.0,2992.5,1500.0,18742.5
9059,20241017,1,,1158,743,FULFILLED,12150.0,2551.5,1200.0,15901.5
9060,20240423,1,,1410,1402,FULFILLED,34200.0,7182.0,0.0,41382.0
9061,20250810,1,,952,2815,FULFILLED,15000.0,3150.0,0.0,18150.0
9062,20241109,1,,709,28,REFUNDED,47040.0,9878.4,0.0,56918.4
9063,20250429,1,,1029,2525,FULFILLED,22800.0,4788.0,1200.0,28788.0
9064,20240602,2,1.0,1392,1,FULFILLED,12825.0,2693.25,0.0,15518.25
9065,20240521,2,1.0,1020,1,REFUNDED,13500.0,2835.0,0.0,16335.0
9066,20250125,1,,649,1034,FULFILLED,43200.0,9072.0,0.0,52272.0
9067,20240710,1,,21,1559,PAID,29400.0,6174.0,900.0,36474.0
9068,20241123,1,,459,2888,PAID,15750.0,3307.5,0.0,19057.5
9069,20241101,2,3.0,322,3,PAID,24300.0,5103.0,0.0,29403.0
9070,20240918,2,1.0,446,1,PAID,28500.0,5985.0,0.0,34485.0
9071,20240620,2,3.0,589,3,FULFILLED,24000.0,5040.0,0.0,29040.0
9072,20250520,2,3.0,1377,3,CREATED,45000.0,9450.0,0.0,54450.0
9073,20250204,1,,352,146,PAID,12825.0,2693.25,1200.0,16718.25
9074,20250729,1,,895,50,FULFILLED,26460.0,5556.6,1500.0,33516.6
9075,20240710,2,1.0,785,1,FULFILLED,44100.0,9261.0,0.0,53361.0
9076,20241207,1,,1338,2004,PAID,40500.0,8505.0,1200.0,50205.0
9077,20240508,2,3.0,587,3,FULFILLED,36000.0,7560.0,0.0,43560.0
9078,20240913,2,4.0,69,4,FULFILLED,10800.0,2268.0,0.0,13068.0
9079,20250204,2,2.0,1370,2,PAID,16500.0,3465.0,0.0,19965.0
9080,20240521,1,,1143,1417,CREATED,62568.0,13139.28,1200.0,76907.28
9081,20250227,1,,768,2713,FULFILLED,14700.0,3087.0,900.0,18687.0
9082,20240214,1,,1440,2631,FULFILLED,10584.0,2222.64,900.0,13706.64
9083,20240426,1,,319,2064,CANCELLED,31752.0,6667.92,0.0,38419.92
9084,20240130,2,1.0,1300,1,FULFILLED,32400.0,6804.0,0.0,39204.0
9085,20240702,1,,488,1106,FULFILLED,12000.0,2520.0,900.0,15420.0
9086,20240601,2,1.0,1192,1,FULFILLED,22020.0,4624.2,0.0,26644.2
9087,20241015,1,,1394,1178,FULFILLED,80100.0,16821.0,1500.0,98421.0
9088,20240708,2,4.0,286,4,CANCELLED,23940.0,5027.4,0.0,28967.4
9089,20241221,2,2.0,267,2,FULFILLED,9720.0,2041.2,0.0,11761.2
9090,20250721,1,,1273,1917,REFUNDED,29400.0,6174.0,1200.0,36774.0
9091,20240203,1,,573,1390,FULFILLED,32400.0,6804.0,900.0,40104.0
9092,20240528,1,,1328,2072,FULFILLED,42750.0,8977.5,1500.0,53227.5
9093,20240910,1,,445,2245,FULFILLED,40500.0,8505.0,0.0,49005.0
9094,20250727,2,3.0,185,3,FULFILLED,35520.0,7459.2,0.0,42979.2
9095,20241214,2,4.0,38,4,PAID,42750.0,8977.5,0.0,51727.5
9096,20241007,2,1.0,203,1,FULFILLED,24000.0,5040.0,0.0,29040.0
9097,20240812,1,,669,10,FULFILLED,43800.0,9198.0,0.0,52998.0
9098,20250803,1,,21,1683,FULFILLED,11760.0,2469.6,1200.0,15429.6
9099,20250823,2,2.0,114,2,CANCELLED,11760.0,2469.6,0.0,14229.6
9100,20241006,1,,1186,825,PAID,47100.0,9891.0,900.0,57891.0
9101,20240612,1,,680,568,REFUNDED,34200.0,7182.0,0.0,41382.0
9102,20250123,1,,1336,1415,FULFILLED,45000.0,9450.0,0.0,54450.0
9103,20240806,1,,1253,1096,FULFILLED,81480.0,17110.8,1200.0,99790.8
9104,20240815,2,3.0,722,3,FULFILLED,77283.0,16229.43,0.0,93512.43
9105,20240423,1,,73,2447,CANCELLED,22800.0,4788.0,1200.0,28788.0
9106,20240125,1,,1374,2340,FULFILLED,23520.0,4939.2,0.0,28459.2
9107,20250909,2,2.0,490,2,FULFILLED,23520.0,4939.2,0.0,28459.2
9108,20250516,1,,711,784,FULFILLED,29400.0,6174.0,1200.0,36774.0
9109,20250125,1,,847,809,FULFILLED,31500.0,6615.0,1200.0,39315.0
9110,20240207,2,3.0,533,3,FULFILLED,13200.0,2772.0,0.0,15972.0
9111,20240824,2,4.0,897,4,PAID,63750.0,13387.5,0.0,77137.5
9112,20241101,1,,1169,1067,FULFILLED,35280.0,7408.8,1500.0,44188.8
9113,20241029,1,,165,689,FULFILLED,30000.0,6300.0,1500.0,37800.0
9114,20240620,1,,566,364,FULFILLED,22800.0,4788.0,900.0,28488.0
9115,20240308,2,4.0,1221,4,FULFILLED,22680.0,4762.8,0.0,27442.8
9116,20240525,2,1.0,429,1,FULFILLED,44100.0,9261.0,0.0,53361.0
9117,20240612,2,4.0,654,4,FULFILLED,14700.0,3087.0,0.0,17787.0
9118,20250103,2,1.0,1375,1,PAID,37800.0,7938.0,0.0,45738.0
9119,20250512,1,,805,416,FULFILLED,78030.0,16386.3,1500.0,95916.3
9120,20240802,1,,264,2573,FULFILLED,28350.0,5953.5,900.0,35203.5
9121,20250525,2,4.0,1085,4,CANCELLED,14700.0,3087.0,0.0,17787.0
9122,20250623,1,,785,2705,FULFILLED,32400.0,6804.0,1200.0,40404.0
9123,20240501,1,,800,1716,CANCELLED,97470.0,20468.7,1200.0,119138.7
9124,20240603,2,2.0,866,2,FULFILLED,23520.0,4939.2,0.0,28459.2
9125,20241206,2,2.0,1088,2,FULFILLED,10800.0,2268.0,0.0,13068.0
9126,20241021,2,1.0,1322,1,FULFILLED,62910.0,13211.1,0.0,76121.1
9127,20240725,1,,1083,1186,FULFILLED,62520.0,13129.2,1200.0,76849.2
9128,20250911,1,,1135,1735,FULFILLED,32568.0,6839.28,0.0,39407.28
9129,20240829,2,1.0,985,1,PAID,54750.0,11497.5,0.0,66247.5
9130,20241223,1,,571,671,CANCELLED,22680.0,4762.8,1200.0,28642.8
9131,20250601,1,,1105,227,FULFILLED,24750.0,5197.5,1200.0,31147.5
9132,20240826,1,,772,823,FULFILLED,52725.0,11072.25,900.0,64697.25
9133,20241007,1,,1097,792,FULFILLED,24000.0,5040.0,1200.0,30240.0
9134,20250924,1,,1274,2385,FULFILLED,63600.0,13356.0,900.0,77856.0
9135,20240718,1,,972,3013,FULFILLED,25080.0,5266.8,1200.0,31546.8
9136,20240131,2,4.0,1298,4,FULFILLED,40500.0,8505.0,0.0,49005.0
9137,20241110,2,2.0,257,2,FULFILLED,25500.0,5355.0,0.0,30855.0
9138,20250103,2,4.0,1326,4,FULFILLED,14962.5,3142.12,0.0,18104.62
9139,20241216,2,3.0,814,3,FULFILLED,10800.0,2268.0,0.0,13068.0
9140,20240125,1,,838,831,CREATED,38475.0,8079.75,900.0,47454.75
9141,20250617,1,,938,450,FULFILLED,13500.0,2835.0,900.0,17235.0
9142,20250710,1,,209,2133,FULFILLED,24000.0,5040.0,900.0,29940.0
9143,20240204,1,,1318,425,PAID,48780.0,10243.8,900.0,59923.8
9144,20240120,2,2.0,1041,2,PAID,26700.0,5607.0,0.0,32307.0
9145,20250112,1,,568,1411,FULFILLED,33600.0,7056.0,1200.0,41856.0
9146,20250815,2,2.0,884,2,FULFILLED,53550.0,11245.5,0.0,64795.5
9147,20250809,2,2.0,465,2,FULFILLED,13500.0,2835.0,0.0,16335.0
9148,20250706,1,,436,1899,FULFILLED,64020.0,13444.2,1200.0,78664.2
9149,20250218,1,,1246,2924,REFUNDED,49620.0,10420.2,900.0,60940.2
9150,20240219,2,4.0,436,4,FULFILLED,23760.0,4989.6,0.0,28749.6
9151,20250201,2,2.0,407,2,FULFILLED,42525.0,8930.25,0.0,51455.25
9152,20241129,1,,625,1563,FULFILLED,29400.0,6174.0,900.0,36474.0
9153,20240810,1,,987,1280,FULFILLED,34200.0,7182.0,0.0,41382.0
9154,20240421,2,4.0,811,4,FULFILLED,58500.0,12285.0,0.0,70785.0
9155,20250501,1,,537,2507,FULFILLED,12000.0,2520.0,1200.0,15720.0
9156,20250812,1,,1346,618,FULFILLED,15000.0,3150.0,900.0,19050.0
9157,20240830,2,3.0,1117,3,FULFILLED,40230.0,8448.3,0.0,48678.3
9158,20250718,1,,140,2024,PAID,32400.0,6804.0,900.0,40104.0
9159,20250514,1,,209,2416,PAID,16170.0,3395.7,900.0,20465.7
9160,20250122,2,3.0,1466,3,FULFILLED,52650.0,11056.5,0.0,63706.5
9161,20241220,2,1.0,1260,1,FULFILLED,42000.0,8820.0,0.0,50820.0
9162,20241017,1,,247,1764,PAID,24000.0,5040.0,900.0,29940.0
9163,20241228,1,,1267,1149,FULFILLED,23520.0,4939.2,900.0,29359.2
9164,20250625,2,1.0,327,1,FULFILLED,42750.0,8977.5,0.0,51727.5
9165,20240602,1,,735,2398,FULFILLED,55500.0,11655.0,0.0,67155.0
9166,20241010,1,,779,887,FULFILLED,37620.0,7900.2,900.0,46420.2
9167,20240621,2,2.0,1270,2,FULFILLED,25650.0,5386.5,0.0,31036.5
9168,20240917,1,,1316,1069,FULFILLED,60900.0,12789.0,900.0,74589.0
9169,20240312,2,2.0,323,2,FULFILLED,56520.0,11869.2,0.0,68389.2
9170,20240417,1,,1414,1725,FULFILLED,36000.0,7560.0,1200.0,44760.0
9171,20250512,1,,666,3020,PAID,21168.0,4445.28,1200.0,26813.28
9172,20240308,2,3.0,408,3,CREATED,43218.0,9075.78,0.0,52293.78
9173,20241203,1,,1141,1794,FULFILLED,46560.0,9777.6,900.0,57237.6
9174,20241017,1,,1444,1397,FULFILLED,44887.5,9426.38,1500.0,55813.88
9175,20250929,2,1.0,1174,1,PAID,12000.0,2520.0,0.0,14520.0
9176,20250122,1,,284,2598,FULFILLED,11760.0,2469.6,900.0,15129.6
9177,20240416,1,,601,1103,FULFILLED,35280.0,7408.8,900.0,43588.8
9178,20250509,1,,664,2953,REFUNDED,53445.0,11223.45,0.0,64668.45
9179,20241018,2,3.0,50,3,FULFILLED,38880.0,8164.8,0.0,47044.8
9180,20240113,1,,878,2716,PAID,32400.0,6804.0,900.0,40104.0
9181,20250515,1,,1004,1459,FULFILLED,21600.0,4536.0,0.0,26136.0
9182,20250822,1,,180,703,FULFILLED,22800.0,4788.0,1200.0,28788.0
9183,20250322,1,,1384,1681,FULFILLED,55500.0,11655.0,900.0,68055.0
9184,20241205,2,3.0,575,3,FULFILLED,46680.0,9802.8,0.0,56482.8
9185,20240519,1,,702,2893,FULFILLED,26460.0,5556.6,900.0,32916.6
9186,20240609,2,3.0,396,3,FULFILLED,30780.0,6463.8,0.0,37243.8
9187,20240502,2,3.0,1388,3,CANCELLED,37236.0,7819.56,0.0,45055.56
9188,20241013,1,,35,221,FULFILLED,20520.0,4309.2,1200.0,26029.2
9189,20240408,1,,840,33,FULFILLED,13500.0,2835.0,1500.0,17835.0
9190,20241003,2,4.0,1458,4,FULFILLED,15000.0,3150.0,0.0,18150.0
9191,20250211,1,,528,228,FULFILLED,35400.0,7434.0,0.0,42834.0
9192,20240412,1,,320,1835,FULFILLED,13500.0,2835.0,1200.0,17535.0
9193,20250228,1,,902,3200,REFUNDED,67044.0,14079.24,0.0,81123.24
9194,20240804,1,,822,1918,FULFILLED,38700.0,8127.0,900.0,47727.0
9195,20240907,2,3.0,155,3,PAID,10800.0,2268.0,0.0,13068.0
9196,20240418,1,,1029,1849,FULFILLED,35280.0,7408.8,1500.0,44188.8
9197,20240111,2,4.0,137,4,PAID,22800.0,4788.0,0.0,27588.0
9198,20240321,1,,1109,3131,FULFILLED,25260.0,5304.6,1500.0,32064.6
9199,20240110,1,,451,2410,FULFILLED,42600.0,8946.0,900.0,52446.0
9200,20240402,2,3.0,610,3,FULFILLED,21600.0,4536.0,0.0,26136.0
9201,20250606,1,,1469,235,CANCELLED,44550.0,9355.5,0.0,53905.5
9202,20240421,1,,313,1849,FULFILLED,10800.0,2268.0,900.0,13968.0
9203,20250912,2,1.0,61,1,FULFILLED,46320.0,9727.2,0.0,56047.2
9204,20250804,2,3.0,717,3,FULFILLED,29925.0,6284.25,0.0,36209.25
9205,20250608,2,3.0,83,3,FULFILLED,12150.0,2551.5,0.0,14701.5
9206,20240907,1,,214,459,PAID,40500.0,8505.0,900.0,49905.0
9207,20240608,1,,1298,2296,FULFILLED,30000.0,6300.0,900.0,37200.0
9208,20240605,1,,1131,2977,FULFILLED,59887.5,12576.38,900.0,73363.88
9209,20240127,1,,416,1533,FULFILLED,19440.0,4082.4,1200.0,24722.4
9210,20250211,1,,914,852,FULFILLED,44100.0,9261.0,900.0,54261.0
9211,20250215,1,,469,2393,PAID,26220.0,5506.2,0.0,31726.2
9212,20250127,1,,1153,2310,REFUNDED,97020.0,20374.2,1200.0,118594.2
9213,20250220,1,,795,3204,FULFILLED,27000.0,5670.0,900.0,33570.0
9214,20240202,1,,138,403,PAID,25650.0,5386.5,900.0,31936.5
9215,20240421,2,4.0,922,4,FULFILLED,15000.0,3150.0,0.0,18150.0
9216,20240507,2,3.0,146,3,CANCELLED,52500.0,11025.0,0.0,63525.0
9217,20250124,1,,37,2190,FULFILLED,30000.0,6300.0,1200.0,37500.0
9218,20240313,1,,88,2662,FULFILLED,12000.0,2520.0,900.0,15420.0
9219,20240925,1,,206,2397,FULFILLED,23520.0,4939.2,900.0,29359.2
9220,20240618,1,,1099,2816,PAID,53940.0,11327.4,900.0,66167.4
9221,20250513,1,,1351,86,FULFILLED,15750.0,3307.5,1200.0,20257.5
9222,20250609,1,,497,1510,FULFILLED,35910.0,7541.1,900.0,44351.1
9223,20240501,2,3.0,836,3,FULFILLED,34200.0,7182.0,0.0,41382.0
9224,20241004,2,1.0,1203,1,FULFILLED,32400.0,6804.0,0.0,39204.0
9225,20240801,2,4.0,251,4,FULFILLED,13500.0,2835.0,0.0,16335.0
9226,20240730,1,,698,2623,FULFILLED,27000.0,5670.0,900.0,33570.0
9227,20240111,1,,835,1669,PAID,21600.0,4536.0,1200.0,27336.0
9228,20241106,2,4.0,11,4,FULFILLED,30000.0,6300.0,0.0,36300.0
9229,20240805,2,2.0,699,2,FULFILLED,39690.0,8334.9,0.0,48024.9
9230,20241231,1,,9,85,FULFILLED,32400.0,6804.0,900.0,40104.0
9231,20240402,1,,561,2737,CANCELLED,52044.0,10929.24,1200.0,64173.24
9232,20250620,2,3.0,1143,3,FULFILLED,11880.0,2494.8,0.0,14374.8
9233,20250304,2,3.0,681,3,FULFILLED,26010.0,5462.1,0.0,31472.1
9234,20240212,1,,668,149,CANCELLED,14962.5,3142.12,1500.0,19604.62
9235,20250809,1,,635,1761,FULFILLED,32400.0,6804.0,1200.0,40404.0
9236,20240922,1,,284,138,FULFILLED,56880.0,11944.8,1500.0,70324.8
9237,20250530,2,4.0,366,4,FULFILLED,41580.0,8731.8,0.0,50311.8
9238,20250726,1,,851,191,FULFILLED,25650.0,5386.5,1500.0,32536.5
9239,20240823,1,,1161,1062,FULFILLED,20520.0,4309.2,1200.0,26029.2
9240,20241117,1,,1436,2167,CANCELLED,65475.0,13749.75,0.0,79224.75
9241,20250629,2,4.0,1326,4,FULFILLED,66270.0,13916.7,0.0,80186.7
9242,20240710,1,,49,1793,CANCELLED,35280.0,7408.8,900.0,43588.8
9243,20250608,1,,4,2115,FULFILLED,35520.0,7459.2,900.0,43879.2
9244,20250817,2,3.0,855,3,FULFILLED,21600.0,4536.0,0.0,26136.0
9245,20250126,1,,89,2765,FULFILLED,42750.0,8977.5,1500.0,53227.5
