shipment_sk,shipped_date_id,shipped_at_time,delivered_date_id,delivered_at_time,customer_sk,channel_sk,store_sk,location_sk,carrier,tracking_number
9969,20250131,09:10:12,20250205,09:10:12,1074,1,,861,Correo Argentino,TRK-IRXTB62NP0
9970,20240901,01:37:58,20240904,01:37:58,998,1,,2210,Correo Argentino,TRK-SD15QOWVUJ
9971,20240504,13:12:00,20240507,13:12:00,861,1,,180,Correo Argentino,TRK-V41ECHJ9XR
9972,20240820,03:59:32,20240825,03:59:32,597,1,,876,Correo Argentino,TRK-U7ZKXCZA2O
9973,20250424,08:10:19,20250427,08:10:19,558,1,,131,Correo Argentino,TRK-ZWLGFUSVPA
9974,20240310,07:37:53,20240313,07:37:53,651,1,,777,Correo Argentino,TRK-9IUYLKTU1D
9975,20240911,01:09:36,20240912,01:09:36,839,2,4.0,4,PICKUP,
9976,20241212,00:04:09,20241213,00:04:09,1361,2,2.0,2,PICKUP,
9977,20240707,06:13:53,20240712,06:13:53,1048,1,,822,Correo Argentino,TRK-DQ4ROSNFDL
9978,20240424,09:07:42,20240428,09:07:42,420,1,,1593,Correo Argentino,TRK-E4NE2SVDUF
9979,20240129,21:50:30,20240130,21:50:30,1136,2,1.0,1,PICKUP,
9980,20240130,14:54:07,20240131,14:54:07,665,2,1.0,1,PICKUP,
9981,20241018,18:57:01,20241021,18:57:01,1244,1,,1228,Correo Argentino,TRK-9M9CI751YK
9982,,,,,413,1,,949,Correo Argentino,
9983,20250114,22:28:58,20250118,22:28:58,61,1,,3054,Correo Argentino,TRK-CGCWE8TTPY
9984,20250905,11:21:26,20250910,11:21:26,995,1,,1033,Correo Argentino,TRK-DU5V003O6W
9985,20241202,08:30:10,20241203,08:30:10,566,2,3.0,3,PICKUP,
9986,20240830,17:40:01,20240902,17:40:01,739,1,,1844,Correo Argentino,TRK-0QG84C3Z66
9987,20241007,16:30:56,20241008,16:30:56,400,2,3.0,3,PICKUP,
9988,20240322,15:26:08,20240323,15:26:08,613,2,1.0,1,PICKUP,
9989,20240618,18:48:37,20240620,18:48:37,632,1,,2613,Correo Argentino,TRK-R1UOQRDODO
9990,20240214,23:25:24,20240216,23:25:24,233,1,,1701,Correo Argentino,TRK-QZC8BB28NQ
9991,20240222,07:45:43,20240226,07:45:43,1104,1,,1745,Correo Argentino,TRK-224T73R2DD
9992,20250629,06:47:41,20250704,06:47:41,101,1,,2955,Correo Argentino,TRK-U1FYK60H26
9993,20240606,12:51:51,20240608,12:51:51,1025,1,,1002,Correo Argentino,TRK-0U1CF2VD2L
9994,20250328,22:51:35,20250330,22:51:35,1467,1,,1679,Correo Argentino,TRK-BI8LPVBSTP
9995,20240608,11:26:40,20240610,11:26:40,946,1,,605,Correo Argentino,TRK-3GXQFEU4AP
9996,20250109,18:15:15,20250110,18:15:15,1229,2,3.0,3,PICKUP,
9997,20250313,02:01:05,20250314,02:01:05,1477,2,4.0,4,PICKUP,
9998,20250518,15:38:46,20250520,15:38:46,341,1,,2904,Correo Argentino,TRK-CGGSXPTAQ5
9999,20250304,01:05:05,20250306,01:05:05,1392,1,,2586,Correo Argentino,TRK-CLUKZBMGFT
10000,20240605,06:10:43,20240607,06:10:43,1500,1,,125,Correo Argentino,TRK-TV4BFVR5OL
10001,20250211,22:05:09,20250212,22:05:09,564,2,4.0,4,PICKUP,
10002,20240220,08:17:29,20240225,08:17:29,595,1,,2132,Correo Argentino,TRK-GNFMMXJOZE
10003,20241005,18:36:29,20241010,18:36:29,893,1,,2354,Correo Argentino,TRK-WF4RT1NID5
10004,20240320,09:10:20,20240321,09:10:20,760,2,2.0,2,PICKUP,
10005,20240604,21:26:52,20240607,21:26:52,1223,1,,987,Correo Argentino,TRK-PXK3PU7NMR
10006,20240809,00:07:58,20240810,00:07:58,981,2,1.0,1,PICKUP,
10007,20241125,20:57:54,20241126,20:57:54,392,2,3.0,3,PICKUP,
10008,20240715,23:36:34,20240718,23:36:34,624,1,,3031,Correo Argentino,TRK-OHXVITNUCH
10009,20250205,06:44:44,20250208,06:44:44,375,1,,2204,Correo Argentino,TRK-BLHDAYO1BC
10010,20240214,03:02:56,20240217,03:02:56,514,1,,1626,Correo Argentino,TRK-BFZMA5GNRG
10011,20240702,10:27:40,20240703,10:27:40,295,2,3.0,3,PICKUP,
10012,,,,,1173,1,,3101,Correo Argentino,
10013,20240609,06:30:31,20240610,06:30:31,1493,2,3.0,3,PICKUP,
10014,20250303,06:47:21,20250305,06:47:21,712,1,,1121,Correo Argentino,TRK-XP80KF0KX6
10015,20240910,23:19:27,20240914,23:19:27,1455,1,,2200,Correo Argentino,TRK-EIMA6X2QPM
10016,20250202,08:26:46,20250204,08:26:46,691,1,,305,Correo Argentino,TRK-9IFVJQE5SU
10017,20240828,16:46:16,20240829,16:46:16,1445,2,2.0,2,PICKUP,
10018,20240629,19:34:43,20240630,19:34:43,1451,2,3.0,3,PICKUP,
10019,20250324,15:57:16,20250326,15:57:16,236,1,,2514,Correo Argentino,TRK-Y4QZSHK64U
10020,20250717,16:28:12,20250722,16:28:12,49,1,,2642,Correo Argentino,TRK-20N1XUOVCX
10021,20240813,03:24:22,20240819,03:24:22,935,1,,1650,Correo Argentino,TRK-FW2UBBCDHV
10022,20240304,12:55:27,20240309,12:55:27,1364,1,,2685,Correo Argentino,TRK-URUSH1Y74X
10023,20240715,20:38:24,20240717,20:38:24,903,1,,2127,Correo Argentino,TRK-NP4BFUM86A
10024,20250406,23:01:38,20250408,23:01:38,966,1,,2588,Correo Argentino,TRK-GN65WYA1GD
10025,20250101,11:24:25,20250103,11:24:25,433,1,,3106,Correo Argentino,TRK-1R27OI5AUF
10026,20250911,14:39:31,20250912,14:39:31,1248,2,3.0,3,PICKUP,
10027,20250508,10:25:56,20250509,10:25:56,519,2,3.0,3,PICKUP,
10028,20240219,01:49:34,20240220,01:49:34,286,2,4.0,4,PICKUP,
10029,,,,,391,2,2.0,2,PICKUP,
10030,20240415,14:42:01,20240416,14:42:01,1445,2,2.0,2,PICKUP,
10031,20240610,22:53:16,20240617,22:53:16,547,1,,3098,Correo Argentino,TRK-AGRSF2LQQG
10032,20250705,01:07:48,20250706,01:07:48,1093,2,3.0,3,PICKUP,
10033,20250819,20:43:28,20250824,20:43:28,1482,1,,958,Correo Argentino,TRK-4XXWT7TY1B
10034,20241217,08:04:43,20241219,08:04:43,1395,1,,128,Correo Argentino,TRK-FZAOXULHE2
10035,20250921,01:55:33,20250922,01:55:33,912,2,2.0,2,PICKUP,
10036,20240416,13:29:47,20240419,13:29:47,311,1,,1205,Correo Argentino,TRK-LP2XKQW5UB
10037,20250914,11:18:42,20250916,11:18:42,516,1,,1304,Correo Argentino,TRK-YS5QNUBUS3
10038,20240701,08:52:43,20240705,08:52:43,164,1,,1154,Correo Argentino,TRK-L6JT9LBSA2
10039,20240112,06:36:38,20240113,06:36:38,918,2,3.0,3,PICKUP,
10040,20241214,00:00:30,20241215,00:00:30,893,2,2.0,2,PICKUP,
10041,20250530,04:00:04,20250604,04:00:04,797,1,,411,Correo Argentino,TRK-SCKEAKKZU8
10042,20250316,14:28:37,20250317,14:28:37,1046,2,4.0,4,PICKUP,
10043,20250527,19:20:03,20250529,19:20:03,618,1,,267,Correo Argentino,TRK-ZHZLCXENRH
10044,20240701,01:47:11,20240702,01:47:11,995,2,4.0,4,PICKUP,
10045,20250420,04:44:30,20250424,04:44:30,400,1,,43,Correo Argentino,TRK-1YAUZ86V7F
10046,20250331,06:03:46,20250404,06:03:46,920,1,,1067,Correo Argentino,TRK-L8C2TB02T1
10047,20250723,06:45:12,20250724,06:45:12,58,2,1.0,1,PICKUP,
10048,20240115,04:32:08,20240118,04:32:08,1275,1,,1593,Correo Argentino,TRK-6SZBU40F3A
10049,20250108,09:27:38,20250110,09:27:38,1362,1,,3091,Correo Argentino,TRK-ALLMFSM2BB
10050,20240209,20:42:21,20240211,20:42:21,1,1,,2281,Correo Argentino,TRK-2QG2YUT2TW
10051,20240906,02:37:18,20240908,02:37:18,795,1,,649,Correo Argentino,TRK-C85QKWSGPS
10052,,,,,1306,2,3.0,3,PICKUP,
10053,20250430,07:14:00,20250502,07:14:00,681,1,,2230,Correo Argentino,TRK-K8O9INPH33
10054,20250805,13:51:24,20250806,13:51:24,1162,2,2.0,2,PICKUP,
10055,20240706,14:22:39,20240707,14:22:39,1204,2,4.0,4,PICKUP,
10056,20240422,10:11:30,20240423,10:11:30,1442,2,1.0,1,PICKUP,
10057,20250309,13:29:20,20250310,13:29:20,1216,2,3.0,3,PICKUP,
10058,,,,,1400,2,1.0,1,PICKUP,
10059,20250416,07:15:14,20250420,07:15:14,61,1,,979,Correo Argentino,TRK-VK3KKKFOKO
10060,20250616,04:09:31,20250620,04:09:31,298,1,,2256,Correo Argentino,TRK-RWR7C761M9
10061,20250125,21:52:21,20250126,21:52:21,903,2,1.0,1,PICKUP,
10062,20250724,15:06:22,20250726,15:06:22,739,1,,2196,Correo Argentino,TRK-GOWBRDSBWI
10063,20250227,10:40:08,20250228,10:40:08,1339,2,2.0,2,PICKUP,
10064,20240803,00:19:39,20240806,00:19:39,615,1,,1870,Correo Argentino,TRK-B7QPCBQ03X
10065,,,,,1192,1,,1191,Correo Argentino,
10066,20240206,11:30:18,20240211,11:30:18,1291,1,,2507,Correo Argentino,TRK-UAXBITUB7E
10067,20250312,22:27:13,20250316,22:27:13,1459,1,,6,Correo Argentino,TRK-CIBQ83KZ7T
10068,20241129,22:17:38,20241204,22:17:38,541,1,,1749,Correo Argentino,TRK-X0JVXWMCK4
10069,20241228,13:23:54,20250101,13:23:54,797,1,,2439,Correo Argentino,TRK-DC31UWQPWM
10070,20240220,17:16:56,20240221,17:16:56,537,2,2.0,2,PICKUP,
10071,20250215,09:35:19,20250220,09:35:19,1396,1,,2047,Correo Argentino,TRK-6GGJKITRGU
10072,20250224,04:51:35,20250301,04:51:35,1160,1,,1334,Correo Argentino,TRK-VOMPG8OHLZ
10073,20250517,23:20:41,20250522,23:20:41,884,1,,97,Correo Argentino,TRK-TII0QBJT9T
10074,20250419,06:18:26,20250420,06:18:26,1209,2,4.0,4,PICKUP,
10075,20240519,03:12:28,20240524,03:12:28,1174,1,,1286,Correo Argentino,TRK-YYVBA32J98
10076,,,,,1159,2,1.0,1,PICKUP,
10077,20240713,14:47:15,20240717,14:47:15,889,1,,589,Correo Argentino,TRK-IOILVIDPU0
10078,20241205,20:51:40,20241208,20:51:40,667,1,,1186,Correo Argentino,TRK-4QJIPBDF2M
10079,20250413,08:37:27,20250414,08:37:27,1314,2,2.0,2,PICKUP,
10080,20250107,21:12:13,20250111,21:12:13,1133,1,,1112,Correo Argentino,TRK-6YSSFK8Z5E
10081,20240830,14:41:29,20240901,14:41:29,1348,1,,157,Correo Argentino,TRK-6QCOQ8DZ7C
10082,20240223,00:02:07,20240228,00:02:07,1016,1,,1717,Correo Argentino,TRK-VTBBRUSZ5H
10083,20250424,05:59:58,20250425,05:59:58,53,2,3.0,3,PICKUP,
10084,20241130,17:36:19,20241204,17:36:19,229,1,,2780,Correo Argentino,TRK-JFE67B9OW1
10085,20240320,11:39:59,20240324,11:39:59,794,1,,607,Correo Argentino,TRK-LM5E1JI5TD
10086,20240105,08:34:14,20240106,08:34:14,462,2,1.0,1,PICKUP,
10087,20240220,18:17:28,20240222,18:17:28,1240,1,,2050,Correo Argentino,TRK-UEFHWP1VPT
10088,20250909,11:45:26,20250910,11:45:26,681,2,1.0,1,PICKUP,
10089,20240801,05:31:51,20240803,05:31:51,522,1,,1249,Correo Argentino,TRK-UAB687A47J
10090,20250827,00:23:54,20250829,00:23:54,262,1,,980,Correo Argentino,TRK-CSB0JS62Y5
10091,,,,,543,1,,2817,Correo Argentino,
10092,,,,,451,1,,709,Correo Argentino,
10093,20240926,12:54:43,20240928,12:54:43,905,1,,3080,Correo Argentino,TRK-KEYRLT2IHG
10094,,,,,360,1,,1143,Correo Argentino,
10095,20250818,08:22:52,20250819,08:22:52,956,2,2.0,2,PICKUP,
10096,20250331,02:33:06,20250403,02:33:06,295,1,,2357,Correo Argentino,TRK-DIGRYIM039
10097,20250304,21:03:53,20250309,21:03:53,129,1,,362,Correo Argentino,TRK-VROPHMJ6O0
10098,,,,,412,2,4.0,4,PICKUP,
10099,20250307,22:16:45,20250310,22:16:45,5,1,,346,Correo Argentino,TRK-PWCOXR7WSX
10100,20250415,18:57:24,20250416,18:57:24,1252,2,4.0,4,PICKUP,
10101,20241020,19:13:45,20241021,19:13:45,968,2,1.0,1,PICKUP,
10102,,,,,313,1,,2524,Correo Argentino,
10103,20250111,23:55:51,20250117,23:55:51,967,1,,739,Correo Argentino,TRK-8CJJ69EAEN
10104,20250128,18:18:30,20250129,18:18:30,805,2,1.0,1,PICKUP,
10105,20240923,13:50:58,20240927,13:50:58,1271,1,,553,Correo Argentino,TRK-25440KXMYL
10106,,,,,1040,2,1.0,1,PICKUP,
10107,20240406,17:57:02,20240407,17:57:02,1118,2,3.0,3,PICKUP,
10108,20241025,03:51:28,20241026,03:51:28,135,2,1.0,1,PICKUP,
10109,20250830,21:42:15,20250904,21:42:15,138,1,,3058,Correo Argentino,TRK-G519DTFRZG
10110,20250406,05:13:23,20250410,05:13:23,1163,1,,1108,Correo Argentino,TRK-CKHE2LQBMI
10111,20240714,18:56:55,20240716,18:56:55,1318,1,,3113,Correo Argentino,TRK-RDIQDASBQ7
10112,20250330,10:13:44,20250401,10:13:44,1332,1,,691,Correo Argentino,TRK-HA5OR6NIAP
10113,20250905,19:36:44,20250907,19:36:44,424,1,,478,Correo Argentino,TRK-8ZFPB5FTKZ
10114,20250823,17:23:35,20250824,17:23:35,350,2,3.0,3,PICKUP,
10115,20250904,08:58:47,20250908,08:58:47,731,1,,1465,Correo Argentino,TRK-4KZNQI67KB
10116,20240603,15:07:25,20240604,15:07:25,557,2,2.0,2,PICKUP,
10117,20250417,13:01:43,20250418,13:01:43,1174,2,1.0,1,PICKUP,
10118,20250105,13:16:12,20250107,13:16:12,745,1,,304,Correo Argentino,TRK-97BMOETTAQ
10119,20250617,02:41:44,20250621,02:41:44,492,1,,2960,Correo Argentino,TRK-ZAVR4DKMRC
10120,20240513,14:17:05,20240514,14:17:05,835,2,4.0,4,PICKUP,
10121,20240709,14:27:23,20240711,14:27:23,196,1,,2488,Correo Argentino,TRK-UPH0SEZ4OT
10122,20240623,12:39:35,20240624,12:39:35,1468,2,2.0,2,PICKUP,
10123,20240513,01:36:06,20240514,01:36:06,19,2,2.0,2,PICKUP,
10124,20250207,14:09:58,20250211,14:09:58,1042,1,,289,Correo Argentino,TRK-SBVK3M4WWF
10125,20250117,12:30:22,20250124,12:30:22,495,1,,1751,Correo Argentino,TRK-6466C93H1Y
10126,20250121,17:06:47,20250122,17:06:47,743,2,1.0,1,PICKUP,
10127,20240107,04:42:41,20240108,04:42:41,505,2,2.0,2,PICKUP,
10128,20240503,09:47:47,20240505,09:47:47,474,1,,1897,Correo Argentino,TRK-LRL4OZVORN
10129,20240817,02:40:09,20240820,02:40:09,51,1,,1260,Correo Argentino,TRK-OKIIWYBP95
10130,20241005,12:49:44,20241008,12:49:44,882,1,,2820,Correo Argentino,TRK-GOHM921RAV
10131,20250123,03:02:07,20250124,03:02:07,77,2,1.0,1,PICKUP,
10132,20240828,20:52:06,20240829,20:52:06,348,2,4.0,4,PICKUP,
10133,20240602,04:10:08,20240604,04:10:08,1381,1,,218,Correo Argentino,TRK-K1GG9AOMTP
10134,,,,,552,1,,2700,Correo Argentino,
10135,20250814,09:49:03,20250818,09:49:03,1184,1,,1200,Correo Argentino,TRK-U3KX993SSI
10136,20240505,22:48:54,20240508,22:48:54,873,1,,356,Correo Argentino,TRK-W16U559JG2
10137,20240408,11:10:16,20240411,11:10:16,744,1,,2220,Correo Argentino,TRK-DHG4UM4HC9
10138,20240730,21:33:40,20240731,21:33:40,284,2,4.0,4,PICKUP,
10139,20240718,21:32:35,20240719,21:32:35,858,2,4.0,4,PICKUP,
10140,20250402,17:03:25,20250405,17:03:25,462,1,,2672,Correo Argentino,TRK-0QIAV211XK
10141,20250323,21:03:03,20250324,21:03:03,1489,2,4.0,4,PICKUP,
10142,20240502,06:01:05,20240503,06:01:05,954,2,4.0,4,PICKUP,
10143,20241126,17:58:32,20241127,17:58:32,897,2,2.0,2,PICKUP,
10144,20240328,01:26:24,20240401,01:26:24,715,1,,1856,Correo Argentino,TRK-20W58WTDDO
10145,20240412,07:20:02,20240417,07:20:02,498,1,,889,Correo Argentino,TRK-BNAUTWH1LA
10146,,,,,971,1,,656,Correo Argentino,
10147,20240701,20:31:42,20240702,20:31:42,878,2,4.0,4,PICKUP,
10148,20250505,10:44:17,20250506,10:44:17,16,2,3.0,3,PICKUP,
10149,,,,,1491,2,2.0,2,PICKUP,
10150,20250507,01:33:49,20250508,01:33:49,404,2,1.0,1,PICKUP,
10151,20250711,05:56:34,20250716,05:56:34,177,1,,631,Correo Argentino,TRK-JY62QI9T6A
10152,20240828,01:14:42,20240830,01:14:42,1445,1,,2863,Correo Argentino,TRK-4FZ2CM8ZQ0
10153,20240401,18:36:32,20240405,18:36:32,409,1,,1969,Correo Argentino,TRK-QFBD1R5NTF
10154,20240329,12:58:00,20240330,12:58:00,1073,2,4.0,4,PICKUP,
10155,20240603,02:17:26,20240604,02:17:26,692,2,4.0,4,PICKUP,
10156,20240606,06:10:55,20240609,06:10:55,1230,1,,1612,Correo Argentino,TRK-QERBNQZRJ6
10157,20241002,16:39:39,20241006,16:39:39,1488,1,,175,Correo Argentino,TRK-STETHXOO17
10158,20250223,10:57:10,20250301,10:57:10,1203,1,,1524,Correo Argentino,TRK-E34CUL1OUJ
10159,20250510,03:59:00,20250512,03:59:00,46,1,,20,Correo Argentino,TRK-I50NQ2CQSK
10160,20250914,12:50:30,20250917,12:50:30,757,1,,2053,Correo Argentino,TRK-M1E0AJEFZR
10161,20240203,04:45:45,20240208,04:45:45,248,1,,3078,Correo Argentino,TRK-4LLRQWS35G
10162,20250222,09:53:39,20250223,09:53:39,1107,2,3.0,3,PICKUP,
10163,20240810,04:54:56,20240811,04:54:56,1158,2,3.0,3,PICKUP,
10164,20250218,11:52:40,20250223,11:52:40,102,1,,2806,Correo Argentino,TRK-Y86X7EH8XK
10165,20250606,09:18:21,20250609,09:18:21,1250,1,,1987,Correo Argentino,TRK-EGTB3LPILR
10166,20240103,10:01:39,20240104,10:01:39,100,2,4.0,4,PICKUP,
10167,20240416,12:38:35,20240421,12:38:35,40,1,,2477,Correo Argentino,TRK-DBAJR6X2JO
10168,20250321,16:48:41,20250323,16:48:41,956,1,,2563,Correo Argentino,TRK-PG8VTV9VYV
10169,20250213,13:06:41,20250215,13:06:41,1463,1,,502,Correo Argentino,TRK-81YMEHRUBS
10170,20250326,20:09:32,20250327,20:09:32,1247,2,2.0,2,PICKUP,
10171,20250619,22:13:03,20250623,22:13:03,356,1,,2777,Correo Argentino,TRK-UCM6IZ2FMJ
10172,20240506,02:16:40,20240509,02:16:40,69,1,,1454,Correo Argentino,TRK-7VL8YTMFI3
10173,20240815,07:09:01,20240816,07:09:01,1428,2,2.0,2,PICKUP,
10174,20240331,11:40:51,20240402,11:40:51,1015,1,,1932,Correo Argentino,TRK-ENND3VKHKA
10175,20250215,15:27:25,20250218,15:27:25,57,1,,2854,Correo Argentino,TRK-H5TTQIWU67
10176,20250831,07:48:37,20250903,07:48:37,864,1,,166,Correo Argentino,TRK-LU4J6P720N
10177,20240218,13:56:29,20240223,13:56:29,1175,1,,2518,Correo Argentino,TRK-6OO4Q4ZTZL
10178,20250806,06:29:10,20250811,06:29:10,981,1,,1880,Correo Argentino,TRK-WSGJS56I22
10179,20240428,04:14:00,20240502,04:14:00,585,1,,1887,Correo Argentino,TRK-FTEI3SKZU4
10180,20240623,04:03:06,20240627,04:03:06,1317,1,,1290,Correo Argentino,TRK-Z4UO7MSW2E
10181,20240820,09:11:13,20240821,09:11:13,798,2,4.0,4,PICKUP,
10182,20240821,10:54:37,20240824,10:54:37,149,1,,1200,Correo Argentino,TRK-FT1MO3X8H5
10183,20250611,13:42:43,20250613,13:42:43,690,1,,45,Correo Argentino,TRK-DGAZ7C67GY
10184,20240725,00:17:20,20240729,00:17:20,1384,1,,168,Correo Argentino,TRK-GCUONZ7KNX
10185,20241206,16:20:47,20241207,16:20:47,750,2,1.0,1,PICKUP,
10186,20250605,03:45:28,20250606,03:45:28,874,2,3.0,3,PICKUP,
10187,20250301,13:08:51,20250303,13:08:51,282,1,,3156,Correo Argentino,TRK-LPDYFQMC9B
10188,20250714,17:38:35,20250715,17:38:35,75,2,1.0,1,PICKUP,
10189,20240303,21:25:13,20240306,21:25:13,994,1,,3145,Correo Argentino,TRK-7F6BQIHCP1
10190,20240330,05:10:53,20240404,05:10:53,634,1,,404,Correo Argentino,TRK-JHHIN4G1DR
10191,20250422,23:31:04,20250424,23:31:04,748,1,,2345,Correo Argentino,TRK-VR287GPVGJ
10192,20240308,22:02:26,20240309,22:02:26,835,2,2.0,2,PICKUP,
10193,20241103,03:11:28,20241105,03:11:28,11,1,,3177,Correo Argentino,TRK-OK1D1YOU3L
10194,20240511,23:39:57,20240515,23:39:57,688,1,,349,Correo Argentino,TRK-GTMJOXDJBC
10195,20250929,10:40:29,20251004,10:40:29,1460,1,,1066,Correo Argentino,TRK-DQ8WQLGM4C
10196,20250904,14:57:29,20250909,14:57:29,1406,1,,1604,Correo Argentino,TRK-9FM9VGDQ49
10197,,,,,334,2,1.0,1,PICKUP,
10198,20240918,06:31:39,20240925,06:31:39,880,1,,2136,Correo Argentino,TRK-DHK1L21LAK
10199,20240115,07:59:28,20240116,07:59:28,814,2,4.0,4,PICKUP,
10200,20240403,11:33:31,20240408,11:33:31,1162,1,,2522,Correo Argentino,TRK-LG15MM88NC
10201,20250122,15:40:38,20250123,15:40:38,867,2,3.0,3,PICKUP,
10202,20240206,10:38:15,20240207,10:38:15,682,2,1.0,1,PICKUP,
10203,20240326,21:38:14,20240330,21:38:14,294,1,,1751,Correo Argentino,TRK-3GB9FDEJRT
10204,20250507,00:45:21,20250508,00:45:21,1061,2,4.0,4,PICKUP,
10205,20250905,15:03:42,20250906,15:03:42,601,2,4.0,4,PICKUP,
10206,20240408,22:28:53,20240412,22:28:53,676,1,,2424,Correo Argentino,TRK-6DQUD9U6FM
10207,20240907,22:35:04,20240909,22:35:04,232,1,,1017,Correo Argentino,TRK-RUH2ZH8NTW
10208,20240109,04:12:41,20240111,04:12:41,417,1,,3184,Correo Argentino,TRK-JEBVMXSWTS
10209,20241102,21:46:14,20241107,21:46:14,393,1,,1854,Correo Argentino,TRK-LE5QNTCFHP
10210,20250108,13:56:27,20250109,13:56:27,556,2,4.0,4,PICKUP,
10211,20241004,12:42:44,20241005,12:42:44,1029,2,4.0,4,PICKUP,
10212,20250713,06:01:33,20250716,06:01:33,588,1,,558,Correo Argentino,TRK-RMOADEJFA3
10213,20240728,10:57:17,20240729,10:57:17,980,2,2.0,2,PICKUP,
10214,20241129,05:46:56,20241205,05:46:56,118,1,,1275,Correo Argentino,TRK-3RDMGSDUTV
10215,20250218,17:35:31,20250222,17:35:31,677,1,,2684,Correo Argentino,TRK-47D81A4Q04
10216,20250219,17:30:08,20250221,17:30:08,26,1,,1985,Correo Argentino,TRK-1R7BMGC6XE
10217,20250819,06:55:14,20250822,06:55:14,315,1,,1720,Correo Argentino,TRK-YYN9JYKXOZ
10218,20250701,05:14:01,20250703,05:14:01,867,1,,2351,Correo Argentino,TRK-D3AZHMR2V3
10219,20250321,16:24:57,20250322,16:24:57,147,2,1.0,1,PICKUP,
10220,20250222,14:07:34,20250223,14:07:34,169,2,3.0,3,PICKUP,
10221,20250417,02:06:17,20250418,02:06:17,148,2,3.0,3,PICKUP,
10222,20240901,16:02:53,20240903,16:02:53,1485,1,,382,Correo Argentino,TRK-F8O5O2R1KR
10223,20250707,08:17:48,20250710,08:17:48,986,1,,2368,Correo Argentino,TRK-06SCIUMI22
10224,20240720,13:09:37,20240721,13:09:37,1300,2,2.0,2,PICKUP,
10225,20250404,09:35:44,20250407,09:35:44,904,1,,1033,Correo Argentino,TRK-86KGRZ2C3X
10226,20250212,09:58:29,20250216,09:58:29,714,1,,1727,Correo Argentino,TRK-O7BWF6VLFZ
10227,20240709,15:57:37,20240712,15:57:37,864,1,,165,Correo Argentino,TRK-YZEQKURHLX
10228,20250306,16:19:25,20250308,16:19:25,1413,1,,1084,Correo Argentino,TRK-762RBLI28I
10229,20250917,08:18:26,20250921,08:18:26,496,1,,2803,Correo Argentino,TRK-A5XC03O7CX
10230,20240802,21:49:41,20240807,21:49:41,1175,1,,1283,Correo Argentino,TRK-3JH20NX7HN
10231,20250620,16:19:03,20250621,16:19:03,1353,2,4.0,4,PICKUP,
10232,20250911,20:40:25,20250914,20:40:25,1207,1,,2864,Correo Argentino,TRK-Q64QKRRNMQ
10233,20250520,12:21:52,20250522,12:21:52,76,1,,2489,Correo Argentino,TRK-RUE88B6N4N
10234,20240209,15:04:07,20240213,15:04:07,1245,1,,1921,Correo Argentino,TRK-R7EQS3AN7Z
10235,20240303,17:33:00,20240306,17:33:00,1446,1,,1445,Correo Argentino,TRK-LGRKZYND69
10236,20240416,06:04:28,20240417,06:04:28,389,2,2.0,2,PICKUP,
10237,20240912,09:07:48,20240913,09:07:48,480,2,3.0,3,PICKUP,
10238,20241129,09:31:50,20241130,09:31:50,1096,2,3.0,3,PICKUP,
10239,20240529,14:49:46,20240603,14:49:46,46,1,,2070,Correo Argentino,TRK-L878HJBHTG
10240,20250325,19:22:33,20250326,19:22:33,924,2,3.0,3,PICKUP,
10241,20250223,01:27:13,20250226,01:27:13,168,1,,471,Correo Argentino,TRK-EPJ7HUM9QP
10242,20240220,04:07:46,20240221,04:07:46,1117,2,3.0,3,PICKUP,
10243,20241008,23:50:07,20241011,23:50:07,658,1,,876,Correo Argentino,TRK-NAIH28CKVO
10244,20240507,18:10:16,20240512,18:10:16,98,1,,2425,Correo Argentino,TRK-74B4Y9ADML
10245,,,,,942,1,,2592,Correo Argentino,
10246,,,,,376,1,,1481,Correo Argentino,
10247,20240921,19:47:10,20240926,19:47:10,401,1,,583,Correo Argentino,TRK-DMMXUXC1G7
10248,20241125,16:14:44,20241128,16:14:44,1477,1,,3122,Correo Argentino,TRK-42OEIL19CI
10249,20240610,00:17:34,20240613,00:17:34,1124,1,,2302,Correo Argentino,TRK-GRUQSFK9ZH
10250,20250211,00:09:23,20250215,00:09:23,446,1,,2457,Correo Argentino,TRK-56YEQJ1WSS
10251,20240422,03:34:08,20240423,03:34:08,1106,2,2.0,2,PICKUP,
10252,20240317,15:52:09,20240318,15:52:09,1182,2,3.0,3,PICKUP,
10253,20250109,10:42:18,20250114,10:42:18,1433,1,,2294,Correo Argentino,TRK-FTM8L0JCC1
10254,20240616,23:03:58,20240617,23:03:58,298,2,3.0,3,PICKUP,
10255,20250629,02:20:54,20250630,02:20:54,580,2,2.0,2,PICKUP,
10256,20240922,08:51:04,20240923,08:51:04,878,2,2.0,2,PICKUP,
10257,20240228,08:48:44,20240302,08:48:44,671,1,,2289,Correo Argentino,TRK-CNLP1Z7LSU
10258,20250627,08:50:02,20250628,08:50:02,542,2,3.0,3,PICKUP,
10259,20240409,17:10:50,20240411,17:10:50,215,1,,494,Correo Argentino,TRK-COZFM4EK48
10260,20240224,20:49:16,20240228,20:49:16,69,1,,2902,Correo Argentino,TRK-8QAVXQTZU8
10261,20250401,16:36:07,20250402,16:36:07,1414,2,3.0,3,PICKUP,
10262,20240520,03:26:16,20240525,03:26:16,335,1,,3159,Correo Argentino,TRK-H3GCT5I8M3
10263,20250312,05:04:58,20250313,05:04:58,436,2,4.0,4,PICKUP,
