payment_sk,payment_id,date_id,customer_sk,channel_sk,store_sk,location_sk,status,method,transaction_ref,amount
9906,7000009905,20240116.0,1208,2,1.0,2317.0,PAID,CASH,TX-KZV9PRJDRHQ8,34485.0
9907,7000009906,20250629.0,1172,2,4.0,1579.0,PAID,CARD,TX-A34MMWHKWJYD,18966.75
9908,7000009907,20240120.0,75,2,4.0,327.0,PAID,CASH,TX-WF1E4XWTS7C0,17787.0
9909,7000009908,20250727.0,573,2,4.0,,PAID,TRANSFER,TX-HUVN2VLU5ZXF,13794.0
9910,7000009909,20240921.0,612,1,,679.0,PAID,GATEWAY,TX-O1NZRL6E3CNB,55813.88
9911,7000009910,20241029.0,1184,2,4.0,1226.0,PAID,CARD,TX-2LFSUSYKNVA7,24829.2
9912,7000009911,20241221.0,119,2,4.0,,PAID,CASH,TX-K5G9PAN511C5,32670.0
9913,7000009912,20240529.0,21,2,4.0,2749.0,PAID,CASH,TX-O0676EKZFOBK,78408.0
9914,7000009913,20241110.0,1179,2,2.0,,REFUNDED,CARD,TX-156Z4ZOIFC7E,43560.0
9915,7000009914,20240810.0,1259,1,,1351.0,PAID,CARD,TX-1AUYCSRH0WKJ,55513.88
9916,7000009915,20240904.0,234,2,3.0,3041.0,PAID,TRANSFER,TX-DHJKUH6YX4KM,55176.0
9917,7000009916,20250729.0,354,1,,128.0,PAID,GATEWAY,TX-3XQ5HJ1FHWFL,46766.1
9918,7000009917,20240201.0,1395,1,,731.0,PAID,CARD,TX-E4AZJ7P98DCK,36300.0
9919,7000009918,,368,2,1.0,192.0,PENDING,CASH,,28459.2
9920,7000009919,20250421.0,1436,1,,2714.0,PAID,CARD,TX-RSP0LC9KHGZU,32670.0
9921,7000009920,20240409.0,224,2,2.0,2423.0,PAID,CASH,TX-TV6CTOJJORWV,33214.5
9922,7000009921,20250118.0,447,2,1.0,1210.0,PAID,CASH,TX-L8IUWAK815VH,35574.0
9923,7000009922,,1116,1,,1251.0,FAILED,CARD,,42882.0
9924,7000009923,20250804.0,2,1,,3201.0,PAID,GATEWAY,TX-7W8VHKSE0IMQ,18150.0
9925,7000009924,20250515.0,1070,2,4.0,2005.0,PAID,TRANSFER,TX-KUQKLXT6JUHJ,54450.0
9926,7000009925,20240130.0,540,1,,2141.0,PAID,GATEWAY,TX-KISL7WH4XX2K,92857.5
9927,7000009926,20241223.0,296,1,,33.0,PAID,GATEWAY,TX-V190XN6T350Q,85940.25
9928,7000009927,20240506.0,1258,2,4.0,611.0,PAID,CASH,TX-5U43A669AHZ4,28749.6
9929,7000009928,20250113.0,694,2,3.0,1286.0,PAID,CARD,TX-Z94V3WLI4UEX,37352.7
9930,7000009929,20250621.0,548,1,,2205.0,PAID,CARD,TX-5Y23A5RS3FHI,33870.0
9931,7000009930,20240630.0,725,1,,678.0,PAID,CARD,TX-WULOVHIAD1VN,36483.6
9932,7000009931,20250806.0,843,2,4.0,933.0,PAID,CASH,TX-3PYWBN217G59,51727.5
9933,7000009932,20241105.0,181,1,,2651.0,PAID,GATEWAY,TX-ZXL0LVUWDPL0,38443.8
9934,7000009933,20250331.0,881,2,1.0,3025.0,PAID,CASH,TX-KTMFR2ZEOAS4,39930.0
9935,7000009934,20241201.0,813,1,,356.0,PAID,GATEWAY,TX-GYTLYSEXK7Y3,36474.0
9936,7000009935,20241014.0,1245,1,,2013.0,PAID,CARD,TX-JTS6ZB4SLPZW,14568.0
9937,7000009936,20250825.0,183,1,,2841.0,PAID,GATEWAY,TX-Q2U7MIWFMLU4,44760.0
9938,7000009937,20240626.0,1266,1,,132.0,PAID,CARD,TX-WIEUWUOGYVPD,12661.2
9939,7000009938,20240314.0,1287,1,,1996.0,PAID,CARD,TX-GSC7WO68XVJ8,57828.0
9940,7000009939,20241013.0,773,1,,1620.0,PAID,GATEWAY,TX-X8OYNVCKAQHD,49905.0
9941,7000009940,20250731.0,829,2,2.0,1441.0,PAID,CASH,TX-PWVW7ZKSA0C9,16335.0
9942,7000009941,20250120.0,666,2,4.0,3112.0,PAID,CASH,TX-RCFYVW472J5Z,31036.5
9943,7000009942,20241122.0,331,1,,279.0,PAID,GATEWAY,TX-C1F7874B5HBF,56929.05
9944,7000009943,20240321.0,1457,2,2.0,1265.0,PAID,CASH,TX-GVZFMLBGWNX4,31305.12
9945,7000009944,,763,1,,247.0,PENDING,GATEWAY,,27336.0
9946,7000009945,20250824.0,149,2,3.0,1430.0,PAID,CASH,TX-GWTUAIN7S6T2,17787.0
9947,7000009946,20250930.0,1003,1,,521.0,PAID,CARD,TX-L20MFN4VKYK0,45060.0
9948,7000009947,20250530.0,1039,2,1.0,2012.0,PAID,CARD,TX-HMA1MHTFWXEO,34485.0
9949,7000009948,20240109.0,1415,1,,2197.0,REFUNDED,GATEWAY,TX-5RIKC33YC3ZS,43588.8
9950,7000009949,20240607.0,292,1,,457.0,REFUNDED,GATEWAY,TX-3VZ5C3UA9HM7,58372.5
9951,7000009950,20250109.0,405,1,,2189.0,PAID,GATEWAY,TX-HNDGJ1ABZZUY,37243.8
9952,7000009951,20241116.0,157,2,1.0,567.0,PAID,CASH,TX-5S44658XDGXF,43560.0
9953,7000009952,20250524.0,236,1,,813.0,REFUNDED,CARD,TX-ML6YUXDB6VNB,60795.0
9954,7000009953,20240406.0,1178,2,4.0,2867.0,PAID,CASH,TX-BN2YUVOCR6B5,13068.0
9955,7000009954,20250318.0,819,2,3.0,,PAID,CASH,TX-21QM317XDI51,48024.9
9956,7000009955,20240918.0,550,1,,2610.0,PAID,GATEWAY,TX-U2MMTB85JH29,44460.0
9957,7000009956,20250523.0,1430,1,,1528.0,PAID,CARD,TX-7S7I41UHJ0JU,57646.5
9958,7000009957,20250320.0,1356,1,,2839.0,PAID,CARD,TX-P9E9ZQXEQTZV,40404.0
9959,7000009958,20250115.0,868,1,,2399.0,PAID,GATEWAY,TX-OAMQI4HMRJG3,73770.96
9960,7000009959,20250527.0,586,1,,,PAID,CARD,TX-7MCBLQA0EH9Y,21165.0
9961,7000009960,20240310.0,401,1,,2053.0,PAID,GATEWAY,TX-7V6IQ1WKGUME,15729.6
9962,7000009961,20250714.0,1161,1,,426.0,PAID,CARD,TX-WOXTZW6TDXL6,20176.35
9963,7000009962,20240615.0,1077,1,,1305.0,PAID,CARD,TX-CQFYP8L5LMRH,47454.75
9964,7000009963,20240914.0,1145,2,4.0,355.0,PAID,CARD,TX-ISRLXTP5HNO7,49005.0
9965,7000009964,20250812.0,971,2,4.0,134.0,PAID,TRANSFER,TX-5PVZ2VFRI5JI,28459.2
9966,7000009965,20240117.0,473,1,,1645.0,PAID,GATEWAY,TX-LKKEPFGNHLSG,18351.75
9967,7000009966,20241010.0,749,1,,1278.0,PAID,CARD,TX-NO2911LZUD9S,18150.0
9968,7000009967,20250426.0,1261,2,2.0,1083.0,PAID,CARD,TX-VLWSNS68JPL2,13794.0
9969,7000009968,20250131.0,1074,1,,,PAID,GATEWAY,TX-1TQE474IVF7S,78446.4
9970,7000009969,20240831.0,998,1,,1711.0,PAID,CARD,TX-ZOIK4XIEWGN9,30782.16
9971,7000009970,20240506.0,861,1,,4.0,PAID,CARD,TX-4V65U44KM5QN,53290.5
9972,7000009971,20240820.0,597,1,,889.0,PAID,GATEWAY,TX-ELVC56SVDX2X,86466.6
9973,7000009972,20250424.0,558,1,,,PAID,GATEWAY,TX-5CFW3U5NLRRD,36774.0
9974,7000009973,20240310.0,651,1,,962.0,PAID,GATEWAY,TX-MZVG1EYCH5XW,33870.0
9975,7000009974,20240912.0,839,2,4.0,133.0,PAID,CASH,TX-PCCN3SP0FBMY,29040.0
9976,7000009975,20241214.0,1361,2,2.0,2695.0,PAID,CARD,TX-7916429XJJTM,41382.0
9977,7000009976,20240707.0,1048,1,,1683.0,PAID,CARD,TX-YYIJ0CVBF9G2,77311.74
9978,7000009977,20240424.0,420,1,,2657.0,PAID,CARD,TX-7VMHXRYLAVNH,74952.0
9979,7000009978,20240131.0,1136,2,1.0,,REFUNDED,CARD,TX-CTI6WWR3I0RF,36300.0
9980,7000009979,20240201.0,665,2,1.0,2340.0,PAID,CARD,TX-0VBW8LHWK6Z0,36300.0
9981,7000009980,20241020.0,1244,1,,2496.0,PAID,CARD,TX-97NWRPNGFUMB,43888.8
9982,7000009981,,413,1,,132.0,FAILED,GATEWAY,,15429.6
9983,7000009982,20250114.0,61,1,,1256.0,PAID,CARD,TX-U9NB42L42RX8,28967.4
9984,7000009983,20250904.0,995,1,,614.0,PAID,CARD,TX-1EB5ZJEAZEIC,15983.7
9985,7000009984,20241203.0,566,2,3.0,823.0,PAID,CASH,TX-P6CAR9339YXK,91113.0
9986,7000009985,20240829.0,739,1,,2289.0,PAID,GATEWAY,TX-NP8SOT912B96,19604.62
9987,7000009986,20241009.0,400,2,3.0,198.0,PAID,CASH,TX-ZJLH9KKAYL49,46554.75
9988,7000009987,20240325.0,613,2,1.0,1279.0,PAID,CARD,TX-HXQGYETHTGJQ,14483.7
9989,7000009988,20240618.0,632,1,,,PAID,GATEWAY,TX-3ZJ9O1NY8Z35,55650.0
9990,7000009989,20240215.0,233,1,,2263.0,PAID,CARD,TX-BAXRH3593994,107677.5
9991,7000009990,20240222.0,1104,1,,2541.0,PAID,CARD,TX-S7BB6MR7M6AZ,38143.8
9992,7000009991,20250628.0,101,1,,226.0,PAID,CARD,TX-69IJ6KC91LA1,124075.5
9993,7000009992,20240608.0,1025,1,,,PAID,CARD,TX-OPDXGQL6N34A,29359.2
9994,7000009993,20250329.0,1467,1,,2520.0,PAID,GATEWAY,TX-WR522SZGIH44,83538.0
9995,7000009994,20240608.0,946,1,,742.0,PAID,CARD,TX-DBG5EZ7EGZD5,29649.6
9996,7000009995,20250112.0,1229,2,3.0,1981.0,PAID,CASH,TX-2RH7BAFAAIOU,42688.8
9997,7000009996,20250315.0,1477,2,4.0,414.0,PAID,CARD,TX-WWKM9R8HJ4TD,37243.8
9998,7000009997,20250519.0,341,1,,248.0,PAID,GATEWAY,TX-YTF78AD3BU2X,46151.58
9999,7000009998,20250303.0,1392,1,,1557.0,PAID,CARD,TX-I1DR5X2JSNQM,21165.0
10000,7000009999,20240605.0,1500,1,,1803.0,PAID,GATEWAY,TX-W3HP6A1ICTXA,98421.0
10001,7000010000,20250214.0,564,2,4.0,2069.0,PAID,CASH,TX-TTCL5AU7IA1W,39204.0
10002,7000010001,20240222.0,595,1,,2257.0,PAID,CARD,TX-W0GCV5TBBVFX,50033.1
10003,7000010002,20241007.0,893,1,,1376.0,PAID,GATEWAY,TX-8F883COH20AO,89544.6
10004,7000010003,20240322.0,760,2,2.0,1892.0,PAID,CASH,TX-J6FM4ZJWGUMF,18150.0
10005,7000010004,20240604.0,1223,1,,2713.0,PAID,GATEWAY,TX-B8IARCAMWBVM,14229.6
10006,7000010005,20240810.0,981,2,1.0,3159.0,PAID,CARD,TX-5OX3A34V4614,28749.6
10007,7000010006,20241127.0,392,2,3.0,674.0,PAID,CASH,TX-N2PEMMQ7B3BE,35283.6
10008,7000010007,20240716.0,624,1,,1194.0,PAID,CARD,TX-NN4WJD6IHKCP,42582.0
10009,7000010008,20250205.0,375,1,,641.0,PAID,GATEWAY,TX-PL1SFJ21PU24,38115.0
10010,7000010009,20240215.0,514,1,,2685.0,PAID,CARD,TX-QKCQ3VNYU21C,52627.5
10011,7000010010,20240703.0,295,2,3.0,,PAID,CASH,TX-VKTKZJM10Q5D,46957.68
10012,7000010011,,1173,1,,3097.0,FAILED,GATEWAY,,39619.92
10013,7000010012,,1493,2,3.0,2713.0,PENDING,TRANSFER,,23522.4
10014,7000010013,20250302.0,712,1,,807.0,PAID,CARD,TX-0ZDOFZM3I9OO,32851.5
10015,7000010014,20240912.0,1455,1,,1580.0,PAID,CARD,TX-AK5N64PNN621,15601.5
10016,7000010015,20250203.0,691,1,,1016.0,PAID,GATEWAY,TX-D1RRG8SZONZ3,39015.0
10017,7000010016,20240830.0,1445,2,2.0,854.0,PAID,CARD,TX-7B89JUANP9VT,77319.0
10018,7000010017,20240702.0,1451,2,3.0,1900.0,PAID,CASH,TX-BNVQYMVUQQ41,29040.0
10019,7000010018,20250326.0,236,1,,1474.0,REFUNDED,GATEWAY,TX-LG7P6K7YSOIH,30603.0
10020,7000010019,20250719.0,49,1,,784.0,PAID,CARD,TX-PMO209X9UKQ1,37500.0
10021,7000010020,20240813.0,935,1,,2118.0,PAID,CARD,TX-K6LOLNKRZ8IC,13314.6
10022,7000010021,20240304.0,1364,1,,1369.0,PAID,CARD,TX-LEM5KQUHUV4H,55513.88
10023,7000010022,20240715.0,903,1,,803.0,PAID,GATEWAY,TX-K4VUMFMZRSGR,13794.0
10024,7000010023,20250406.0,966,1,,2988.0,PAID,CARD,TX-XWEMFV3RTFDH,36300.0
10025,7000010024,20241231.0,433,1,,182.0,PAID,GATEWAY,TX-QGWP93SAGEXK,54450.0
10026,7000010025,20250911.0,1248,2,3.0,2330.0,PAID,TRANSFER,TX-E9GUZJ8CZRIN,17242.5
10027,7000010026,20250509.0,519,2,3.0,1375.0,PAID,CASH,TX-62HXVLDC7DCG,16335.0
10028,7000010027,20240220.0,286,2,4.0,2524.0,PAID,CASH,TX-2DOCSJNZ90MN,49005.0
10029,7000010028,,391,2,2.0,676.0,FAILED,CARD,,40365.6
10030,7000010029,20240416.0,1445,2,2.0,824.0,PAID,TRANSFER,TX-OHQO0T3OXW6B,37243.8
10031,7000010030,20240610.0,547,1,,2664.0,PAID,CARD,TX-5ZXK80YITGT1,13968.0
10032,7000010031,20250707.0,1093,2,3.0,2493.0,PAID,CASH,TX-UCGD1SL1XI84,52272.0
10033,7000010032,20250821.0,1482,1,,2523.0,PAID,CARD,TX-9XCKM3JRKAMI,13968.0
10034,7000010033,20241218.0,1395,1,,1117.0,PAID,CARD,TX-HA8CP87LNH8A,26029.2
10035,7000010034,20250923.0,912,2,2.0,2657.0,PAID,CARD,TX-XPPQHR3EPMGE,28459.2
10036,7000010035,20240416.0,311,1,,2640.0,REFUNDED,CARD,TX-N4UC84AV7QAS,62610.0
10037,7000010036,20250914.0,516,1,,181.0,PAID,CARD,TX-25II7NUT7DZQ,31082.16
10038,7000010037,20240630.0,164,1,,2660.0,PAID,CARD,TX-GVCUSC6WNEF1,15221.4
10039,7000010038,20240115.0,918,2,3.0,200.0,PAID,CARD,TX-6HDQWYL0ZYL6,16335.0
10040,7000010039,20241216.0,893,2,2.0,2303.0,PAID,CARD,TX-A8SWG9Z9F2H7,17242.5
10041,7000010040,,797,1,,1835.0,PENDING,GATEWAY,,14268.0
10042,7000010041,20250318.0,1046,2,4.0,,PAID,CASH,TX-OHQ1QON2AW8C,26136.0
10043,7000010042,20250528.0,618,1,,,PAID,CARD,TX-0EVNPS5GLGRC,33870.0
10044,7000010043,20240702.0,995,2,4.0,788.0,PAID,CASH,TX-PH7NTE2U734V,37352.7
10045,7000010044,20250419.0,400,1,,1648.0,PAID,GATEWAY,TX-U5VUTMVO4F69,19304.62
10046,7000010045,20250402.0,920,1,,238.0,PAID,CARD,TX-5QL89K2IFVM4,83736.6
10047,7000010046,20250723.0,58,2,1.0,345.0,PAID,TRANSFER,TX-1VD1E8ZD32MS,84796.8
10048,7000010047,20240115.0,1275,1,,1392.0,PAID,GATEWAY,TX-6LW8PT16ULZU,20466.75
10049,7000010048,20250108.0,1362,1,,2549.0,PAID,CARD,TX-7FJRAQB16UWG,63636.0
10050,7000010049,20240211.0,1,1,,2743.0,PAID,GATEWAY,TX-TEM8C4UMBJEZ,30240.0
10051,7000010050,20240907.0,795,1,,2558.0,PAID,CARD,TX-OHA4OR3EHF9H,15720.0
10052,7000010051,,1306,2,3.0,792.0,FAILED,CASH,,45738.0
10053,7000010052,20250502.0,681,1,,492.0,PAID,GATEWAY,TX-MNYZURJNRG76,37200.0
10054,7000010053,20250807.0,1162,2,2.0,,PAID,CASH,TX-8MRJ01EP4VRP,45048.3
10055,7000010054,20240707.0,1204,2,4.0,691.0,PAID,CASH,TX-2IU8DOUK5A06,13068.0
10056,7000010055,20240423.0,1442,2,1.0,2004.0,PAID,CASH,TX-T2F4SA17QN84,31036.5
10057,7000010056,20250310.0,1216,2,3.0,2460.0,PAID,CASH,TX-JNABS77BWIMN,28459.2
10058,7000010057,,1400,2,1.0,3196.0,FAILED,CARD,,27588.0
10059,7000010058,20250415.0,61,1,,586.0,PAID,CARD,TX-XS2D0OD53F0W,18687.0
10060,7000010059,20250616.0,298,1,,2049.0,PAID,CARD,TX-SOBPSG2KOI8F,122786.85
10061,7000010060,20250127.0,903,2,1.0,2548.0,PAID,CARD,TX-WRUSDAQBKA6N,31581.0
10062,7000010061,20250726.0,739,1,,903.0,PAID,CARD,TX-9FXFGLPIOVOT,43487.4
10063,7000010062,20250301.0,1339,2,2.0,2401.0,PAID,CASH,TX-NI82229JVRWQ,46427.7
10064,7000010063,20240803.0,615,1,,2612.0,PAID,GATEWAY,TX-JAMIWEZRELAW,33870.0
10065,7000010064,,1192,1,,2664.0,FAILED,CARD,,75189.0
10066,7000010065,20240208.0,1291,1,,229.0,PAID,GATEWAY,TX-PAH61NGOO888,26513.28
10067,7000010066,20250313.0,1459,1,,72.0,PAID,CARD,TX-UXQZZ7L27UGP,29359.2
10068,7000010067,20241201.0,541,1,,,PAID,CARD,TX-W1RC8QS7LOXR,60088.2
10069,7000010068,20241228.0,797,1,,2548.0,PAID,GATEWAY,TX-VRW92PEWGRNS,43560.0
10070,7000010069,20240223.0,537,2,2.0,2577.0,PAID,CARD,TX-Y1RWPY9BJO71,13794.0
10071,7000010070,20250217.0,1396,1,,1067.0,PAID,CARD,TX-VZDHO495DMJ5,43588.8
10072,7000010071,20250225.0,1160,1,,485.0,PAID,GATEWAY,TX-SAR504BJ9AKP,14520.0
10073,7000010072,20250518.0,884,1,,1150.0,PAID,CARD,TX-SZ8U4GZDTWG5,44760.0
10074,7000010073,20250421.0,1209,2,4.0,107.0,PAID,CARD,TX-2ZV1SXY34XIU,67681.35
10075,7000010074,20240518.0,1174,1,,,PAID,CARD,TX-JJSS2G19KMVY,107133.0
10076,7000010075,,1159,2,1.0,837.0,FAILED,TRANSFER,,56029.05
10077,7000010076,20240714.0,889,1,,1637.0,PAID,GATEWAY,TX-8Y1JE6R29IQQ,36774.0
10078,7000010077,20241205.0,667,1,,910.0,PAID,GATEWAY,TX-69A8ZBPFAMCA,19650.0
10079,7000010078,20250415.0,1314,2,2.0,,PAID,TRANSFER,TX-UK4ZR8JLY1O2,28967.4
10080,7000010079,20250109.0,1133,1,,641.0,PAID,CARD,TX-IZWR04DECLRD,39204.0
10081,7000010080,20240830.0,1348,1,,807.0,PAID,CARD,TX-SC839CD2RSP2,20257.5
10082,7000010081,20240222.0,1016,1,,1669.0,REFUNDED,GATEWAY,TX-AQF45EBERNP9,14694.0
10083,7000010082,20250424.0,53,2,3.0,437.0,PAID,CASH,TX-ZLR3751LJLZQ,13068.0
10084,7000010083,20241202.0,229,1,,3160.0,PAID,GATEWAY,TX-EWNWFCGTX00K,16141.08
10085,7000010084,20240322.0,794,1,,771.0,PAID,CARD,TX-WXTYKPFE570C,15429.6
10086,7000010085,20240107.0,462,2,1.0,932.0,PAID,CARD,TX-B9HF7GDCMINS,36300.0
10087,7000010086,20240220.0,1240,1,,595.0,PAID,CARD,TX-96H8TQSOOULW,29940.0
10088,7000010087,20250909.0,681,2,1.0,2216.0,PAID,CARD,TX-OR82QGELBGN1,14229.6
10089,7000010088,20240802.0,522,1,,1514.0,PAID,CARD,TX-GBNDKRTV9L6G,40104.0
10090,7000010089,20250828.0,262,1,,1946.0,PAID,CARD,TX-LF62QIYD0DLJ,14268.0
10091,7000010090,,543,1,,2643.0,FAILED,CARD,,41164.2
10092,7000010091,,451,1,,,FAILED,GATEWAY,,17787.0
10093,7000010092,20240928.0,905,1,,2425.0,PAID,CARD,TX-6GGOBVR68S4U,28788.0
10094,7000010093,,360,1,,1847.0,FAILED,GATEWAY,,15429.6
10095,7000010094,20250819.0,956,2,2.0,158.0,PAID,TRANSFER,TX-5B1MVZF4SLE2,41382.0
10096,7000010095,20250401.0,295,1,,275.0,PAID,CARD,TX-JF590JHJFZ8K,30240.0
10097,7000010096,20250306.0,129,1,,438.0,PAID,CARD,TX-BV8BI6EC4C7P,15420.0
10098,7000010097,,412,2,4.0,54.0,FAILED,CASH,,35283.6
10099,7000010098,20250307.0,5,1,,,PAID,CARD,TX-WTJTNE8UQOEN,62387.28
10100,7000010099,20250415.0,1252,2,4.0,781.0,PAID,CASH,TX-KL5THHHN5VA5,18150.0
10101,7000010100,20241022.0,968,2,1.0,950.0,PAID,TRANSFER,TX-DY0MHWS95IGM,29040.0
10102,7000010101,,313,1,,1115.0,FAILED,GATEWAY,,64134.6
10103,7000010102,20250113.0,967,1,,23.0,PAID,GATEWAY,TX-6LDM7B40648N,49905.0
10104,7000010103,20250129.0,805,2,1.0,889.0,PAID,TRANSFER,TX-KRNE0XWIP2CY,13068.0
10105,7000010104,20240923.0,1271,1,,2945.0,PAID,CARD,TX-ZW170UGBIUZV,86459.1
10106,7000010105,,1040,2,1.0,978.0,FAILED,CASH,,35574.0
10107,7000010106,20240407.0,1118,2,3.0,2138.0,PAID,CASH,TX-C3HHQWELPNWL,73471.2
10108,7000010107,20241026.0,135,2,1.0,,PAID,CASH,TX-F1VLJJJC9X8A,74509.38
10109,7000010108,20250831.0,138,1,,2669.0,PAID,GATEWAY,TX-O5LZ6BUC8HQH,16020.0
10110,7000010109,20250407.0,1163,1,,1178.0,PAID,CARD,TX-29S484K5PFI2,21465.0
10111,7000010110,20240716.0,1318,1,,,PAID,CARD,TX-L7JJXWRW7998,30240.0
10112,7000010111,20250331.0,1332,1,,331.0,PAID,CARD,TX-OA32V5JS2CWA,35685.0
10113,7000010112,20250906.0,424,1,,1512.0,PAID,CARD,TX-EMZBLA52RE1L,53625.75
10114,7000010113,20250824.0,350,2,3.0,3009.0,PAID,TRANSFER,TX-I8MJDAVO0QPC,26136.0
10115,7000010114,20250905.0,731,1,,610.0,PAID,GATEWAY,TX-RHCMY1K76CP3,75532.8
10116,7000010115,20240605.0,557,2,2.0,2802.0,PAID,CARD,TX-ZL89MEEHB6BJ,141025.5
10117,7000010116,,1174,2,1.0,759.0,PENDING,CASH,,29882.16
10118,7000010117,20250105.0,745,1,,317.0,PAID,GATEWAY,TX-TGQA215BVUMA,68399.85
10119,7000010118,20250617.0,492,1,,2832.0,PAID,GATEWAY,TX-CE7VERH7BK5C,40704.0
10120,7000010119,20240515.0,835,2,4.0,1583.0,PAID,CASH,TX-9H3LVGU41XNE,33287.1
10121,7000010120,20240710.0,196,1,,1000.0,PAID,CARD,TX-G35ARL9CA0B7,43888.8
10122,7000010121,20240623.0,1468,2,2.0,,PAID,CASH,TX-YM96FAZ9HO2V,45738.0
10123,7000010122,20240515.0,19,2,2.0,1263.0,PAID,CASH,TX-0V7J2D9CTPYM,46246.2
10124,7000010123,20250208.0,1042,1,,,PAID,GATEWAY,TX-ASAXBZVQIQMG,40704.0
10125,7000010124,20250118.0,495,1,,1066.0,PAID,CARD,TX-0SP3S0DTFQ20,19050.0
10126,7000010125,20250122.0,743,2,1.0,2679.0,PAID,CASH,TX-L01LBD4SCHAE,32670.0
10127,7000010126,20240110.0,505,2,2.0,2317.0,PAID,CASH,TX-5FW2447ATVS9,99861.3
10128,7000010127,20240503.0,474,1,,2959.0,PAID,GATEWAY,TX-W9YY5KJENHLH,44460.0
10129,7000010128,20240819.0,51,1,,2493.0,PAID,GATEWAY,TX-6OCF068H7P1O,45004.5
10130,7000010129,20241005.0,882,1,,2520.0,PAID,CARD,TX-FW7KUOVGS0Q0,42582.0
10131,7000010130,20250125.0,77,2,1.0,1758.0,PAID,CARD,TX-RHSSI60JTPNA,61927.8
10132,7000010131,20240831.0,348,2,4.0,,PAID,CASH,TX-RAKNHSSBB3XU,76447.8
10133,7000010132,20240601.0,1381,1,,740.0,PAID,GATEWAY,TX-7NR3RQLQ8KF9,101668.8
10134,7000010133,,552,1,,43.0,FAILED,CARD,,16141.08
10135,7000010134,20250814.0,1184,1,,,PAID,GATEWAY,TX-16AAKIG03WLX,33444.0
10136,7000010135,20240507.0,873,1,,1022.0,PAID,CARD,TX-AON6EZH05HEM,42582.0
10137,7000010136,20240407.0,744,1,,2533.0,REFUNDED,GATEWAY,TX-I2W2DMMCMXNL,32670.0
10138,7000010137,20240801.0,284,2,4.0,300.0,PAID,CARD,TX-69PK9OEHC8PL,41382.0
10139,7000010138,20240720.0,858,2,4.0,1832.0,PAID,CARD,TX-61RMLQUHN7F8,79043.25
10140,7000010139,20250402.0,462,1,,1640.0,PAID,GATEWAY,TX-GALZWXI1P1KO,29359.2
10141,7000010140,20250324.0,1489,2,4.0,1582.0,PAID,CARD,TX-Q2B6JRP5SFI1,41382.0
10142,7000010141,20240504.0,954,2,4.0,3046.0,PAID,CARD,TX-I4PGKN1GPGMB,41382.0
10143,7000010142,20241126.0,897,2,2.0,2715.0,PAID,CASH,TX-62YGR86XQFQQ,96921.0
10144,7000010143,20240328.0,715,1,,,PAID,CARD,TX-DFHFUTTXXGQZ,117460.35
10145,7000010144,20240411.0,498,1,,2279.0,PAID,CARD,TX-JEHW2AUDM9SA,44188.8
10146,7000010145,,971,1,,325.0,FAILED,GATEWAY,,51952.56
10147,7000010146,20240704.0,878,2,4.0,3001.0,PAID,CASH,TX-3Z45OIF0M008,59895.0
10148,7000010147,20250508.0,16,2,3.0,1292.0,PAID,CASH,TX-GB985MOHF2F8,14520.0
10149,7000010148,,1491,2,2.0,301.0,FAILED,TRANSFER,,82038.0
10150,7000010149,20250509.0,404,2,1.0,31.0,PAID,CASH,TX-S240ROVAOGGO,34303.5
10151,7000010150,20250713.0,177,1,,2067.0,PAID,CARD,TX-0FBW24MGZZXD,54861.0
10152,7000010151,20240827.0,1445,1,,693.0,PAID,GATEWAY,TX-MQSI7VSVUO8J,27036.0
10153,7000010152,20240402.0,409,1,,1004.0,PAID,CARD,TX-RLLVDTG3LLPH,52627.5
10154,7000010153,20240330.0,1073,2,4.0,827.0,REFUNDED,CASH,TX-JUULSRKFLCVF,16335.0
10155,7000010154,20240605.0,692,2,4.0,2973.0,PAID,CARD,TX-UVDZRTU5RN2W,26136.0
10156,7000010155,20240605.0,1230,1,,554.0,PAID,GATEWAY,TX-891UA8IAXYYF,16718.25
10157,7000010156,20241004.0,1488,1,,1364.0,PAID,CARD,TX-GU7L7UFFO7MC,40249.2
10158,7000010157,20250222.0,1203,1,,,PAID,GATEWAY,TX-YEWUTINQSOCJ,71031.6
10159,7000010158,20250511.0,46,1,,2644.0,PAID,CARD,TX-RQPDHBHYLSMJ,13968.0
10160,7000010159,20250914.0,757,1,,846.0,PAID,CARD,TX-Y4CKKMH1SMH3,55350.0
10161,7000010160,20240203.0,248,1,,2560.0,PAID,CARD,TX-K5RN501FAYZA,14268.0
10162,7000010161,20250223.0,1107,2,3.0,1406.0,PAID,TRANSFER,TX-JWAD2JCRFQLB,14701.5
10163,7000010162,20240810.0,1158,2,3.0,1761.0,PAID,CASH,TX-1ZTDT1K0PTU3,13721.4
10164,7000010163,20250220.0,102,1,,911.0,PAID,CARD,TX-5IAEHIX00FSP,45694.2
10165,7000010164,20250608.0,1250,1,,772.0,PAID,GATEWAY,TX-T6487S91V110,28942.8
10166,7000010165,20240104.0,100,2,4.0,1994.0,PAID,CASH,TX-TIJIVGPW77H5,14520.0
10167,7000010166,20240415.0,40,1,,1985.0,PAID,CARD,TX-AQ0INQO73CI8,75387.6
10168,7000010167,20250321.0,956,1,,2035.0,PAID,CARD,TX-7HJAKB06TA0S,50205.0
10169,7000010168,20250212.0,1463,1,,866.0,PAID,CARD,TX-82EDHGLS44RJ,55513.88
