nps_response_sk,responded_at_date_id,responded_at_time,customer_sk,comment,channel_sk,score
1470,20250314,14:45:27,1409,Volvería a comprar,1,9
1471,20241005,12:26:22,259,Atención muy buena,2,6
1472,20240405,20:53:59,1397,Muy conforme con la calidad,1,9
1473,20250522,22:00:59,1378,Entrega rápida y producto excelente,2,10
1474,20240924,02:05:17,1170,Entrega rápida y producto excelente,2,8
1475,20250829,12:13:48,224,Podría mejorar el empaque,2,10
1476,20241030,12:44:16,1127,,1,7
1477,20240603,20:45:33,1321,Todo perfecto,2,9
1478,20241030,02:45:22,1371,Podría mejorar el empaque,2,6
1479,20240716,08:38:56,726,,1,8
1480,20241205,03:16:10,874,Entrega rápida y producto excelente,2,4
1481,20241119,21:08:52,370,Volvería a comprar,2,5
1482,20240402,13:50:45,712,Todo perfecto,1,9
1483,20241217,06:49:56,1315,Podría mejorar el empaque,2,9
1484,20240413,18:31:00,1494,Muy conforme con la calidad,2,6
1485,20240430,06:29:45,578,Muy conforme con la calidad,1,8
1486,20250721,03:49:23,380,,2,8
1487,20241114,03:12:44,969,Todo perfecto,1,7
1488,20240723,18:23:46,233,Muy conforme con la calidad,2,7
1489,20240204,10:22:02,1027,Tardó un poco más de lo esperado,2,7
1490,20250704,01:26:27,130,Muy conforme con la calidad,1,10
1491,20251007,09:04:32,688,Todo perfecto,1,10
1492,20241029,03:34:43,415,Entrega rápida y producto excelente,2,7
1493,20240908,16:35:26,691,Entrega rápida y producto excelente,2,1
1494,20240518,13:02:00,254,Muy conforme con la calidad,1,9
1495,20250415,23:01:38,966,Atención muy buena,1,10
1496,20250916,22:40:08,516,Tardó un poco más de lo esperado,2,9
1497,20240304,08:51:52,40,,1,6
1498,20250502,09:09:02,28,,2,9
1499,20240212,13:21:39,464,Atención muy buena,2,8
1500,20241028,07:21:21,1244,Podría mejorar el empaque,1,10
1501,20250408,02:57:04,904,,2,10
1502,20250719,06:29:29,371,Entrega rápida y producto excelente,1,8
1503,20241214,15:30:06,385,Atención muy buena,2,9
1504,20250311,02:58:24,655,Atención muy buena,1,7
1505,20240909,04:42:04,973,Atención muy buena,2,10
1506,20250314,15:24:47,159,Entrega rápida y producto excelente,1,3
1507,20240219,15:33:25,325,Atención muy buena,2,9
1508,20240511,12:16:11,908,Todo perfecto,1,7
1509,20240512,13:39:33,1022,Muy conforme con la calidad,1,10
1510,20240731,07:46:04,410,Tardó un poco más de lo esperado,2,10
1511,20240623,18:56:10,743,Todo perfecto,2,8
1512,20250422,14:34:32,937,Todo perfecto,1,8
1513,20250321,21:06:34,1301,Tardó un poco más de lo esperado,1,10
1514,20241019,12:37:19,1313,Volvería a comprar,1,5
1515,20250610,06:43:38,1245,Volvería a comprar,2,10
1516,20240820,01:30:57,519,Entrega rápida y producto excelente,1,10
1517,20250213,21:40:10,832,Atención muy buena,1,0
1518,20240430,11:45:06,37,Entrega rápida y producto excelente,1,2
1519,20250524,00:02:27,602,,2,10
1520,20241226,00:18:23,621,Entrega rápida y producto excelente,2,2
1521,20240503,21:22:38,369,Entrega rápida y producto excelente,2,8
1522,20241118,05:43:03,890,,2,7
1523,20240917,05:08:57,334,Tardó un poco más de lo esperado,1,8
1524,20241216,13:14:04,347,Podría mejorar el empaque,1,8
1525,20240513,04:55:15,1138,Tardó un poco más de lo esperado,1,10
1526,20240514,06:59:36,1271,Todo perfecto,1,8
1527,20250916,15:55:24,509,Volvería a comprar,1,4
1528,20240217,05:09:03,1409,Entrega rápida y producto excelente,1,7
1529,20240410,16:13:44,875,Todo perfecto,2,6
1530,20250130,15:40:38,867,Atención muy buena,2,8
1531,20241124,06:27:05,111,Todo perfecto,1,5
1532,20250326,19:39:50,1486,Muy conforme con la calidad,1,8
1533,20250819,19:42:56,1084,Atención muy buena,2,10
1534,20250407,21:24:42,780,Podría mejorar el empaque,2,8
1535,20241219,18:45:51,1037,Todo perfecto,1,1
1536,20240221,23:20:43,592,,1,5
1537,20250918,20:55:25,1010,Tardó un poco más de lo esperado,1,10
1538,20250512,07:07:07,1292,Entrega rápida y producto excelente,1,3
1539,20240309,22:49:36,594,Todo perfecto,1,5
1540,20240405,12:04:19,1453,Atención muy buena,1,9
1541,20240214,06:15:50,119,Volvería a comprar,1,10
1542,20240830,07:30:09,488,,2,1
1543,20250405,12:11:23,32,Muy conforme con la calidad,2,3
1544,20240414,12:17:44,1340,Todo perfecto,1,3
1545,20241121,20:03:58,783,Todo perfecto,1,9
1546,20241216,05:11:55,72,Tardó un poco más de lo esperado,2,8
1547,20240804,11:25:19,403,Volvería a comprar,2,2
1548,20240116,01:20:49,890,Tardó un poco más de lo esperado,2,9
1549,20240919,12:23:09,992,Entrega rápida y producto excelente,2,8
1550,20241221,02:47:30,538,Podría mejorar el empaque,2,6
1551,20240417,01:18:01,262,,1,9
1552,20250906,08:32:58,1256,Muy conforme con la calidad,2,8
1553,20250327,16:48:20,704,Podría mejorar el empaque,1,9
1554,20250402,01:24:23,417,Volvería a comprar,2,9
1555,20250626,02:35:43,984,,1,9
1556,20250518,11:35:22,768,Podría mejorar el empaque,1,7
1557,20250908,10:36:39,615,,1,9
1558,20240809,21:05:38,995,Volvería a comprar,1,6
1559,20250326,17:57:55,56,,2,6
1560,20240809,10:42:07,1440,Tardó un poco más de lo esperado,1,7
1561,20250802,16:43:52,832,Todo perfecto,1,8
1562,20241210,11:08:52,217,Podría mejorar el empaque,2,10
1563,20240822,15:49:27,1323,Volvería a comprar,2,9
1564,20250212,14:42:07,803,Atención muy buena,1,8
1565,20250108,10:12:25,512,Volvería a comprar,1,10
1566,20240903,05:40:52,952,Volvería a comprar,2,10
1567,20250213,01:45:35,1433,,1,10
1568,20250510,06:32:58,824,Tardó un poco más de lo esperado,2,9
1569,20241207,19:03:15,384,Volvería a comprar,1,7
1570,20240910,06:53:28,1029,Volvería a comprar,2,8
1571,20250228,18:17:37,297,Tardó un poco más de lo esperado,2,8
1572,20250504,03:20:57,1101,Todo perfecto,1,6
1573,20240410,20:04:31,464,Tardó un poco más de lo esperado,2,2
1574,20241101,20:08:00,727,Atención muy buena,1,7
1575,20240207,16:00:36,71,Entrega rápida y producto excelente,1,8
1576,20240401,15:03:18,520,Tardó un poco más de lo esperado,2,8
1577,20250109,13:00:08,930,Podría mejorar el empaque,1,9
1578,20250503,22:52:56,447,Entrega rápida y producto excelente,1,8
1579,20241121,03:34:24,900,Tardó un poco más de lo esperado,1,8
1580,20250411,19:29:40,304,Atención muy buena,1,8
1581,20250911,19:54:54,954,Podría mejorar el empaque,2,8
1582,20250507,14:26:36,765,Muy conforme con la calidad,1,5
1583,20250902,17:40:41,731,Podría mejorar el empaque,1,5
1584,20250923,03:42:04,938,,1,7
1585,20250728,10:31:24,105,Podría mejorar el empaque,1,3
1586,20250825,02:21:03,1346,Atención muy buena,1,7
1587,20240730,11:19:42,563,Atención muy buena,2,5
1588,20250511,11:34:31,41,Todo perfecto,1,7
1589,20240408,04:30:49,947,Volvería a comprar,1,7
1590,20240717,22:21:58,1259,Muy conforme con la calidad,2,9
1591,20250102,11:17:50,110,Entrega rápida y producto excelente,1,7
1592,20240611,12:31:55,375,,2,6
1593,20250123,18:01:22,229,Atención muy buena,1,5
1594,20240825,05:40:01,425,Todo perfecto,1,8
1595,20250203,15:10:20,1452,Muy conforme con la calidad,2,9
1596,20250225,12:37:45,366,,1,10
1597,20241009,22:06:00,983,Todo perfecto,2,9
1598,20241010,22:43:57,1418,Entrega rápida y producto excelente,2,10
1599,20250130,07:40:21,943,Tardó un poco más de lo esperado,1,10
1600,20250707,10:39:12,1162,Podría mejorar el empaque,1,10
1601,20240224,03:36:46,117,Podría mejorar el empaque,2,10
1602,20240613,12:05:49,68,,1,9
1603,20250808,10:56:28,763,Volvería a comprar,1,10
1604,20240123,08:47:33,45,Muy conforme con la calidad,1,8
1605,20240515,23:44:21,930,Tardó un poco más de lo esperado,1,10
1606,20240318,19:03:20,743,Entrega rápida y producto excelente,1,3
1607,20250317,16:49:30,578,Volvería a comprar,2,7
1608,20250315,23:12:36,1409,Tardó un poco más de lo esperado,2,8
1609,20240828,11:19:06,831,Volvería a comprar,2,9
1610,20250404,00:46:52,862,Podría mejorar el empaque,2,9
1611,20240305,08:41:09,391,Entrega rápida y producto excelente,1,5
1612,20240619,14:45:19,1044,Tardó un poco más de lo esperado,1,9
1613,20241004,05:42:25,539,Todo perfecto,2,8
1614,20250205,20:01:31,758,Volvería a comprar,2,8
1615,20240407,02:46:36,616,Volvería a comprar,2,5
1616,20250509,15:46:34,1281,Atención muy buena,1,8
1617,20250710,03:36:42,1029,Todo perfecto,2,9
1618,20250917,19:16:32,160,Muy conforme con la calidad,1,10
1619,20241127,00:08:36,1004,Muy conforme con la calidad,2,9
1620,20241103,11:08:17,522,Atención muy buena,2,9
1621,20250702,05:12:24,474,Todo perfecto,1,8
1622,20240729,05:23:37,809,Tardó un poco más de lo esperado,2,3
1623,20250127,03:46:03,1000,,2,6
1624,20240804,12:35:50,657,Volvería a comprar,1,10
1625,20250328,11:02:30,1183,Todo perfecto,1,8
1626,20250922,14:07:40,549,Entrega rápida y producto excelente,2,9
1627,20240211,16:46:02,1483,Tardó un poco más de lo esperado,1,10
1628,20240605,11:36:49,958,Tardó un poco más de lo esperado,1,8
1629,20240706,01:35:29,13,Entrega rápida y producto excelente,2,10
1630,20250822,11:48:20,810,Tardó un poco más de lo esperado,1,10
1631,20240717,18:00:23,1336,Volvería a comprar,1,5
1632,20240411,04:10:08,672,Todo perfecto,1,5
1633,20240716,14:14:41,445,Podría mejorar el empaque,1,8
1634,20250531,10:43:41,1127,Podría mejorar el empaque,2,6
1635,20241007,17:53:50,604,Entrega rápida y producto excelente,1,8
1636,20250112,08:08:40,433,Entrega rápida y producto excelente,1,7
1637,20251003,13:53:08,1234,Todo perfecto,1,5
1638,20240615,17:28:27,70,Todo perfecto,1,6
1639,20250824,04:58:43,540,Todo perfecto,1,9
1640,20250224,11:13:36,606,Atención muy buena,1,6
1641,20250303,08:22:50,1351,,2,9
1642,20250106,04:29:25,714,Muy conforme con la calidad,1,10
1643,20241124,19:56:41,1011,Entrega rápida y producto excelente,2,7
1644,20250409,00:52:11,349,,2,10
1645,20240210,13:26:18,422,Todo perfecto,2,9
1646,20240327,15:41:57,972,Muy conforme con la calidad,2,8
1647,20240901,14:05:08,1008,Atención muy buena,2,8
1648,20241125,23:08:34,14,Muy conforme con la calidad,1,2
1649,20240620,00:17:34,1124,Atención muy buena,1,7
1650,20241117,04:05:47,976,Entrega rápida y producto excelente,2,9
1651,20250221,20:25:45,1434,Podría mejorar el empaque,1,8
1652,20240904,20:34:17,1388,Entrega rápida y producto excelente,2,7
1653,20250519,06:10:52,1326,Volvería a comprar,2,9
1654,20250814,19:57:19,1296,Todo perfecto,1,8
1655,20250906,05:34:44,1414,Muy conforme con la calidad,1,7
1656,20240312,04:12:55,751,Todo perfecto,2,7
1657,20241013,20:58:58,825,Entrega rápida y producto excelente,2,10
1658,20241225,15:22:03,1199,Entrega rápida y producto excelente,2,8
1659,20240921,21:45:43,955,Podría mejorar el empaque,1,7
1660,20240829,05:17:33,433,Volvería a comprar,2,7
1661,20240301,19:41:38,1431,Muy conforme con la calidad,1,5
1662,20251004,11:01:41,1274,Podría mejorar el empaque,1,6
1663,20240114,01:42:50,1323,Todo perfecto,1,2
1664,20240513,14:26:45,712,Todo perfecto,1,3
1665,20241005,06:04:05,62,Atención muy buena,1,10
1666,20241119,12:17:28,269,Muy conforme con la calidad,2,4
1667,20241011,01:58:45,1214,Todo perfecto,1,8
1668,20250225,18:58:58,242,,2,4
1669,20240630,22:27:13,118,Tardó un poco más de lo esperado,1,8
1670,20250215,06:44:44,375,Tardó un poco más de lo esperado,1,9
1671,20250302,11:29:48,597,,2,7
1672,20250711,06:08:19,928,Tardó un poco más de lo esperado,1,8
1673,20240202,09:03:48,388,Muy conforme con la calidad,2,9
1674,20240426,22:10:46,1141,Tardó un poco más de lo esperado,1,6
1675,20250413,08:50:20,1358,Entrega rápida y producto excelente,2,8
1676,20240226,15:20:21,882,,2,8
1677,20250802,07:06:39,402,Todo perfecto,1,7
1678,20240229,03:42:12,542,Podría mejorar el empaque,1,9
1679,20241129,11:32:25,901,Atención muy buena,1,9
1680,20240614,10:02:43,386,Todo perfecto,1,7
1681,20250329,12:46:53,1359,Atención muy buena,2,7
1682,20240617,20:00:18,371,Atención muy buena,1,9
1683,20240626,09:32:42,511,Podría mejorar el empaque,1,7
1684,20240717,20:39:04,852,Volvería a comprar,1,9
1685,20250804,20:27:28,668,Podría mejorar el empaque,1,9
1686,20250831,14:05:33,999,Entrega rápida y producto excelente,2,8
1687,20240920,08:21:53,380,Volvería a comprar,1,10
1688,20250117,19:49:47,1485,,2,1
1689,20240323,14:08:55,1302,,1,8
1690,20250420,01:29:36,1319,Podría mejorar el empaque,1,6
1691,20240115,10:14:14,196,Muy conforme con la calidad,1,7
1692,20250928,15:08:27,343,Tardó un poco más de lo esperado,2,6
1693,20241230,02:10:09,518,Podría mejorar el empaque,2,9
1694,20240318,13:14:34,414,Entrega rápida y producto excelente,2,9
1695,20250616,22:24:11,415,Entrega rápida y producto excelente,2,9
1696,20250811,08:16:15,1372,Muy conforme con la calidad,1,8
1697,20240316,01:41:15,995,Muy conforme con la calidad,1,7
1698,20250707,07:41:47,487,Volvería a comprar,1,3
1699,20240309,13:10:13,279,,1,8
1700,20240508,08:31:28,1176,Todo perfecto,1,8
1701,20241128,06:30:59,1166,Todo perfecto,2,9
1702,20241001,04:17:17,996,Muy conforme con la calidad,2,8
1703,20240602,01:53:58,746,Podría mejorar el empaque,1,5
1704,20250927,14:54:10,1048,Entrega rápida y producto excelente,1,7
1705,20240109,16:42:49,1042,Podría mejorar el empaque,2,4
1706,20250830,04:27:01,433,Tardó un poco más de lo esperado,1,7
1707,20250618,22:48:56,671,Todo perfecto,1,10
1708,20250829,13:27:02,347,Muy conforme con la calidad,1,10
1709,20240901,03:07:10,878,Atención muy buena,1,1
1710,20240129,03:38:59,1432,Todo perfecto,1,2
1711,20250827,03:29:32,160,Todo perfecto,2,8
1712,20250528,19:08:41,339,Todo perfecto,1,9
1713,20250425,05:35:26,119,Entrega rápida y producto excelente,1,1
1714,20241105,14:14:44,462,Volvería a comprar,2,9
1715,20250803,09:04:04,744,Tardó un poco más de lo esperado,1,7
1716,20240328,09:10:20,760,Volvería a comprar,2,6
1717,20240725,08:45:57,189,Atención muy buena,2,7
1718,20240426,15:01:51,720,Volvería a comprar,1,7
1719,20240903,23:37:16,1034,,2,9
1720,20250806,03:56:08,1346,Volvería a comprar,2,3
1721,20250902,08:14:40,1281,Podría mejorar el empaque,1,8
1722,20241225,14:52:21,463,Todo perfecto,1,4
1723,20240207,14:54:07,665,Todo perfecto,2,0
1724,20250318,17:29:05,42,Todo perfecto,1,9
1725,20241118,18:48:13,24,Podría mejorar el empaque,1,8
1726,20241126,04:45:24,1004,,1,7
1727,20240125,01:11:59,1220,Podría mejorar el empaque,2,9
1728,20250419,15:59:20,794,Podría mejorar el empaque,1,7
1729,20240219,21:45:49,184,Todo perfecto,2,9
1730,20240627,16:13:15,78,Atención muy buena,2,7
1731,20250218,09:00:50,246,Tardó un poco más de lo esperado,1,8
1732,20240324,04:18:13,519,Muy conforme con la calidad,1,5
1733,20250609,23:47:40,569,Podría mejorar el empaque,1,7
1734,20241020,17:58:06,721,Volvería a comprar,2,8
1735,20240515,15:04:24,234,Entrega rápida y producto excelente,2,10
1736,20240904,09:13:22,355,Volvería a comprar,2,9
1737,20250908,22:47:04,1477,Atención muy buena,1,4
1738,20250526,19:07:54,292,Muy conforme con la calidad,1,2
1739,20250807,21:49:49,829,,2,5
1740,20240409,17:23:11,637,Tardó un poco más de lo esperado,1,3
1741,20240322,05:30:42,481,,1,7
1742,20250321,05:44:15,117,Todo perfecto,2,10
1743,20250603,05:59:44,427,Volvería a comprar,1,0
1744,20250130,13:20:21,971,Volvería a comprar,1,7
1745,20241124,18:42:45,891,Tardó un poco más de lo esperado,1,7
1746,20250312,06:56:26,1400,,2,8
1747,20240814,18:21:08,1360,Muy conforme con la calidad,1,2
1748,20240610,09:02:01,1227,Atención muy buena,1,6
1749,20240925,15:08:45,581,Tardó un poco más de lo esperado,1,2
1750,20240424,17:06:04,884,Todo perfecto,2,8
1751,20250906,21:13:57,609,Tardó un poco más de lo esperado,2,8
1752,20250409,00:06:42,500,Todo perfecto,2,6
1753,20241010,19:28:41,325,,2,10
1754,20240313,21:17:57,848,Podría mejorar el empaque,1,10
1755,20241009,13:39:01,1116,Atención muy buena,1,8
1756,20250916,23:35:21,1251,Volvería a comprar,2,8
1757,20241119,03:08:44,1439,Entrega rápida y producto excelente,2,2
1758,20240911,04:49:48,900,Tardó un poco más de lo esperado,2,7
1759,20240903,13:31:35,434,Podría mejorar el empaque,1,10
1760,20250730,15:52:52,134,Entrega rápida y producto excelente,2,10
1761,20251007,23:49:11,131,Tardó un poco más de lo esperado,2,9
1762,20250304,01:42:24,547,Volvería a comprar,2,6
1763,20240831,01:07:20,946,Tardó un poco más de lo esperado,1,3
1764,20250110,14:20:12,1267,Tardó un poco más de lo esperado,1,10
1765,20240408,00:18:52,331,Volvería a comprar,2,10
1766,20250723,20:23:00,44,Atención muy buena,1,3
1767,20240402,02:38:34,1194,Muy conforme con la calidad,2,9
1768,20250609,17:06:15,734,Volvería a comprar,1,6
1769,20240829,01:41:22,543,Muy conforme con la calidad,2,9
1770,20250324,22:57:16,140,Entrega rápida y producto excelente,1,8
1771,20241001,06:12:43,474,Podría mejorar el empaque,2,6
1772,20240119,19:18:46,1038,Podría mejorar el empaque,1,9
1773,20240614,15:19:44,925,,2,3
1774,20240402,21:27:37,301,Atención muy buena,2,1
1775,20241214,16:20:47,750,Todo perfecto,2,10
1776,20240705,20:12:32,828,Podría mejorar el empaque,1,10
1777,20241009,12:23:00,1174,Podría mejorar el empaque,1,6
1778,20240529,02:19:57,882,Volvería a comprar,2,10
1779,20241217,07:46:29,1440,Atención muy buena,1,7
1780,20240909,08:54:10,422,Volvería a comprar,1,6
1781,20240518,13:07:20,505,Entrega rápida y producto excelente,1,10
1782,20240407,22:37:37,105,Volvería a comprar,2,4
1783,20240507,04:20:14,524,Tardó un poco más de lo esperado,1,4
1784,20241120,07:04:40,220,Entrega rápida y producto excelente,2,0
1785,20250124,08:12:03,737,Atención muy buena,1,9
1786,20240428,21:41:14,68,Volvería a comprar,1,8
1787,20241123,06:04:43,975,Muy conforme con la calidad,1,4
1788,20250108,07:45:35,12,Tardó un poco más de lo esperado,2,5
1789,20240507,03:22:06,1284,Muy conforme con la calidad,2,9
1790,20240707,04:30:55,326,Muy conforme con la calidad,1,9
1791,20250217,00:25:16,1098,Atención muy buena,2,9
1792,20240814,15:43:42,727,Atención muy buena,2,8
1793,20240414,16:46:25,521,Volvería a comprar,2,3
1794,20240923,20:28:35,5,Volvería a comprar,2,6
1795,20241101,14:36:20,1079,Tardó un poco más de lo esperado,1,9
1796,20250702,00:55:05,971,Tardó un poco más de lo esperado,1,1
1797,20250611,21:49:19,841,Atención muy buena,2,8
1798,20240613,01:35:40,1327,Todo perfecto,2,6
1799,20250301,13:46:26,435,Volvería a comprar,1,8
1800,20240416,08:30:07,376,Entrega rápida y producto excelente,2,8
1801,20240328,05:40:23,88,,1,6
1802,20250425,11:15:09,299,Todo perfecto,2,6
1803,20240606,21:18:09,687,Todo perfecto,2,10
1804,20250908,02:52:31,476,Atención muy buena,2,4
1805,20240806,00:19:15,1013,,1,3
1806,20250802,13:37:07,578,Tardó un poco más de lo esperado,1,8
1807,20250408,02:29:31,32,,1,8
1808,20241115,20:40:50,213,Volvería a comprar,2,3
1809,20250331,05:07:14,766,Entrega rápida y producto excelente,2,6
1810,20250920,12:46:39,509,Podría mejorar el empaque,1,8
1811,20240906,13:08:44,725,,2,2
1812,20241220,15:05:20,3,Atención muy buena,2,10
1813,20241123,14:17:26,1003,Todo perfecto,2,8
1814,20240924,12:26:03,825,Todo perfecto,1,3
1815,20250825,02:45:02,458,Tardó un poco más de lo esperado,1,6
1816,20250821,01:41:29,1342,,1,8
1817,20240729,16:32:16,1391,Tardó un poco más de lo esperado,2,4
1818,20250527,15:28:50,1246,Tardó un poco más de lo esperado,2,8
1819,20250702,13:04:27,719,Podría mejorar el empaque,1,3
1820,20250121,22:20:33,209,Atención muy buena,1,8
1821,20250401,23:15:08,71,Podría mejorar el empaque,2,8
1822,20240914,03:42:34,156,Todo perfecto,2,9
1823,20240324,09:27:20,1148,Podría mejorar el empaque,1,9
1824,20240122,06:02:21,1184,Podría mejorar el empaque,2,7
1825,20240214,09:04:02,1116,Muy conforme con la calidad,1,7
1826,20250410,22:24:05,623,Entrega rápida y producto excelente,2,6
1827,20250131,04:00:38,1330,Entrega rápida y producto excelente,1,9
1828,20240208,18:14:34,370,Volvería a comprar,1,4
1829,20240324,21:15:07,566,Volvería a comprar,1,7
1830,20240323,04:00:03,93,Entrega rápida y producto excelente,2,10
1831,20250120,21:43:22,814,Muy conforme con la calidad,1,1
1832,20251007,18:29:43,247,Todo perfecto,1,9
1833,20250527,04:50:25,1286,Atención muy buena,2,1
1834,20240726,18:14:39,1290,Entrega rápida y producto excelente,2,9
1835,20240922,11:38:46,1222,Muy conforme con la calidad,2,8
1836,20241001,16:43:39,736,Tardó un poco más de lo esperado,2,10
1837,20250409,22:03:06,1135,Entrega rápida y producto excelente,1,8
1838,20250225,06:27:30,3,Muy conforme con la calidad,2,10
1839,20241028,14:26:53,997,Tardó un poco más de lo esperado,1,9
1840,20240511,06:44:06,957,,1,6
1841,20250406,22:04:28,1455,Atención muy buena,2,1
1842,20250126,09:15:13,918,Entrega rápida y producto excelente,1,9
1843,20240516,02:16:40,69,Podría mejorar el empaque,1,10
1844,20250610,21:45:59,663,Podría mejorar el empaque,1,6
1845,20250302,22:59:27,209,,1,3
1846,20250803,13:57:01,71,,2,9
1847,20240428,12:11:13,758,Volvería a comprar,1,3
1848,20241111,09:47:59,549,Entrega rápida y producto excelente,2,2
1849,20250525,01:59:39,1099,Atención muy buena,1,5
1850,20240222,03:35:22,26,Muy conforme con la calidad,2,9
1851,20240417,02:03:14,1176,Tardó un poco más de lo esperado,2,9
1852,20240921,20:57:13,436,Muy conforme con la calidad,1,7
1853,20240304,20:32:13,562,Volvería a comprar,1,7
1854,20240826,14:12:54,487,Entrega rápida y producto excelente,2,8
1855,20241013,12:07:41,1253,,1,8
1856,20250730,00:28:50,1466,Entrega rápida y producto excelente,1,9
1857,20250630,10:36:25,348,,2,2
1858,20250420,05:45:46,472,Volvería a comprar,1,8
1859,20250426,04:29:22,900,Todo perfecto,1,10
1860,20250327,09:44:37,296,Entrega rápida y producto excelente,1,8
1861,20250323,20:40:44,514,Volvería a comprar,2,8
1862,20250516,03:54:17,672,Muy conforme con la calidad,2,8
1863,20240504,13:38:45,564,,2,8
1864,20240321,10:08:26,541,Muy conforme con la calidad,2,5
1865,20250214,20:22:39,194,Podría mejorar el empaque,1,5
1866,20241117,00:20:48,169,,1,8
1867,20250909,03:29:18,793,Tardó un poco más de lo esperado,2,6
1868,20250623,08:06:46,189,Todo perfecto,2,8
1869,20241215,17:18:49,1371,Tardó un poco más de lo esperado,2,8
1870,20250521,18:35:55,863,Entrega rápida y producto excelente,2,5
1871,20241006,20:47:52,250,Podría mejorar el empaque,1,8
1872,20240702,17:30:09,296,Podría mejorar el empaque,2,8
1873,20240124,00:17:19,548,Todo perfecto,2,9
1874,20240701,23:31:49,1224,Muy conforme con la calidad,1,9
1875,20241008,08:32:50,1051,Podría mejorar el empaque,1,6
1876,20250119,20:43:15,706,Atención muy buena,2,9
1877,20240328,01:28:13,205,Todo perfecto,1,8
1878,20240803,00:49:30,384,Podría mejorar el empaque,1,10
1879,20240317,13:44:42,426,Entrega rápida y producto excelente,2,10
1880,20241113,11:17:27,144,Todo perfecto,2,5
1881,20240513,17:43:45,324,Todo perfecto,1,9
1882,20241104,12:52:09,417,Volvería a comprar,1,9
1883,20240927,12:54:29,15,Tardó un poco más de lo esperado,1,9
1884,20241106,01:20:08,577,Todo perfecto,1,2
1885,20240531,01:47:35,172,Volvería a comprar,2,6
1886,20250409,16:36:07,1414,Atención muy buena,2,10
1887,20250309,11:52:08,570,,1,1
1888,20250612,08:29:06,327,Atención muy buena,1,7
1889,20240518,02:43:44,1287,Todo perfecto,1,7
1890,20251007,01:11:40,446,Podría mejorar el empaque,1,3
1891,20240325,23:15:21,1270,,1,9
1892,20250605,23:40:16,1294,Volvería a comprar,1,4
1893,20250125,22:04:00,233,Podría mejorar el empaque,2,10
1894,20250605,01:16:31,793,Entrega rápida y producto excelente,1,6
1895,20240218,06:29:39,949,Atención muy buena,1,2
1896,20250304,09:03:52,1469,Atención muy buena,2,7
1897,20250702,00:48:12,176,Entrega rápida y producto excelente,2,1
1898,20250802,15:40:57,1393,Podría mejorar el empaque,2,0
1899,20250318,00:33:48,831,Atención muy buena,2,5
1900,20241014,04:34:47,245,Entrega rápida y producto excelente,1,7
1901,20250103,01:33:24,293,Podría mejorar el empaque,2,7
1902,20250715,14:35:26,779,Volvería a comprar,1,3
1903,20250814,02:28:39,30,Podría mejorar el empaque,1,8
1904,20240911,02:32:24,253,Tardó un poco más de lo esperado,1,8
1905,20240510,04:48:14,1065,Muy conforme con la calidad,1,9
1906,20250831,01:02:22,124,Atención muy buena,1,9
1907,20240521,00:16:54,1026,Tardó un poco más de lo esperado,1,9
1908,20250729,06:41:02,1238,,1,5
1909,20250501,11:25:33,59,Podría mejorar el empaque,2,10
1910,20241226,08:44:36,204,Volvería a comprar,2,10
1911,20240328,21:01:07,775,Podría mejorar el empaque,1,8
1912,20240921,06:18:15,584,Tardó un poco más de lo esperado,1,0
1913,20241004,15:23:46,1202,Podría mejorar el empaque,2,9
1914,20240727,00:12:12,1333,Todo perfecto,1,6
1915,20240520,12:23:24,6,Atención muy buena,2,6
1916,20240419,09:45:47,1315,Entrega rápida y producto excelente,1,10
1917,20250527,06:27:07,733,Atención muy buena,1,10
1918,20250131,16:47:08,1002,Muy conforme con la calidad,1,7
1919,20250906,21:00:36,498,Volvería a comprar,2,6
1920,20250406,01:43:59,979,Volvería a comprar,1,8
1921,20240703,14:07:07,880,Muy conforme con la calidad,1,5
1922,20250109,14:36:24,459,Atención muy buena,2,10
1923,20250108,02:22:27,956,,2,6
1924,20240704,09:16:27,685,Tardó un poco más de lo esperado,1,10
1925,20240722,02:38:41,489,Atención muy buena,2,10
1926,20250705,03:24:34,798,Entrega rápida y producto excelente,1,10
1927,20250610,23:18:14,757,Entrega rápida y producto excelente,2,8
1928,20240221,19:36:19,930,Tardó un poco más de lo esperado,1,4
1929,20241102,00:31:01,725,Podría mejorar el empaque,1,7
1930,20250831,02:29:41,173,Entrega rápida y producto excelente,1,2
1931,20240717,01:57:15,1265,Entrega rápida y producto excelente,1,10
1932,20240621,17:05:43,724,Volvería a comprar,1,8
1933,20250420,10:13:12,302,Entrega rápida y producto excelente,2,10
1934,20250515,23:32:13,817,Todo perfecto,2,7
1935,20250526,13:03:38,425,Atención muy buena,1,5
1936,20240221,12:32:26,1039,Tardó un poco más de lo esperado,1,10
1937,20250521,16:03:09,1278,Todo perfecto,1,1
1938,20250216,02:18:08,1151,Entrega rápida y producto excelente,1,6
1939,20241115,19:34:14,181,Entrega rápida y producto excelente,1,9
1940,20241104,16:14:18,690,Atención muy buena,1,10
1941,20240119,15:43:25,1120,Atención muy buena,2,6
1942,20250117,07:31:43,423,Volvería a comprar,2,6
1943,20241006,10:04:27,1109,Todo perfecto,2,10
1944,20240415,16:23:28,224,Todo perfecto,2,8
1945,20240329,00:27:42,1457,Volvería a comprar,2,10
